vehicle_id,vehicle_type,start_time,end_time_1,distance_1,travel_time_1,speed_1,end_time_2,distance_2,travel_time_2,speed_2,end_time_3,distance_3,travel_time_3,speed_3,end_time_4,distance_4,travel_time_4,speed_4,end_time_5,distance_5,travel_time_5,speed_5
宁CZ8686_0,1,2021/6/13 17:44,2021/6/13 17:46,3210.45,0.026667,120.39,2021/6/13 17:51,8856.04,0.084722,104.531,2021/6/13 17:53,3317.81,0.034167,97.106,2021/6/13 17:59,10380.7,0.098889,104.973,2021/6/13 18:10,22193.94,0.191944,115.627
宁A517F8_0,1,2021/6/13 17:47,2021/6/13 17:49,3210.45,0.028333,113.311,2021/6/13 17:53,8856.04,0.079722,111.087,2021/6/13 17:55,3317.81,0.030556,108.581,2021/6/13 18:01,10380.7,0.093611,110.892,2021/6/13 18:13,22193.94,0.199722,111.124
甘DK1501_0,1,2021/6/13 17:47,2021/6/13 17:49,3210.45,0.028611,112.21,2021/6/13 17:54,8856.04,0.084444,104.875,2021/6/13 17:56,3317.81,0.031944,103.863,2021/6/13 18:02,10380.7,0.095,109.271,2021/6/13 18:13,22193.94,0.184444,120.329
宁AQ967A_0,1,2021/6/13 17:48,2021/6/13 17:50,3210.45,0.029167,110.071,2021/6/13 17:55,8856.04,0.079722,111.087,2021/6/13 17:57,3317.81,0.035833,92.591,2021/6/13 18:03,10380.7,0.096389,107.696,2021/6/13 18:14,22193.94,0.194444,114.141
甘A28092_0,1,2021/6/13 17:51,2021/6/13 17:53,3210.45,0.0325,98.783,2021/6/13 17:58,8856.04,0.083333,106.273,2021/6/13 18:00,3317.81,0.030556,108.581,2021/6/13 18:06,10380.7,0.099722,104.096,2021/6/13 18:17,22193.94,0.195278,113.653
蒙L16365_1,14,2021/6/13 17:53,2021/6/13 17:55,3210.45,0.040556,79.161,2021/6/13 18:02,8856.04,0.118611,74.665,2021/6/13 18:05,3317.81,0.044722,74.187,2021/6/13 18:13,10380.7,0.1325,78.345,2021/6/13 18:29,22193.94,0.263056,84.37
甘A616M6_0,1,2021/6/13 17:54,2021/6/13 17:56,3210.45,0.027778,115.575,2021/6/13 18:01,8856.04,0.084167,105.22,2021/6/13 18:03,3317.81,0.035556,93.312,2021/6/13 18:09,10380.7,0.093333,111.222,2021/6/13 18:44,22193.94,0.585833,37.884
宁AEK033_0,1,2021/6/13 17:56,2021/6/13 17:58,3210.45,0.023333,137.593,2021/6/13 18:02,8856.04,0.078056,113.458,2021/6/13 18:04,3317.81,0.027222,121.88,2021/6/13 18:09,10380.7,0.088333,117.518,2021/6/13 18:19,22193.94,0.169444,130.981
宁AE037F_0,1,2021/6/13 17:57,2021/6/13 17:59,3210.45,0.031667,101.382,2021/6/13 18:05,8856.04,0.093889,94.325,2021/6/13 18:07,3317.81,0.036667,90.485,2021/6/13 18:13,10380.7,0.109444,94.849,2021/6/13 18:27,22193.94,0.229722,96.612
宁CBP868_0,1,2021/6/13 17:58,2021/6/13 18:00,3210.45,0.030278,106.032,2021/6/13 18:05,8856.04,0.088889,99.63,2021/6/13 18:07,3317.81,0.033056,100.369,2021/6/13 18:12,10380.7,0.089444,116.058,2021/6/13 18:23,22193.94,0.172778,128.454
宁EF7769_0,1,2021/6/13 17:58,2021/6/13 18:00,3210.45,0.030833,104.124,2021/6/13 18:05,8856.04,0.088889,99.63,2021/6/13 18:07,3317.81,0.032222,102.967,2021/6/13 18:13,10380.7,0.098333,105.567,2021/6/13 18:25,22193.94,0.191111,116.131
宁CW2525_0,1,2021/6/13 18:01,2021/6/13 18:03,3210.45,0.037778,84.982,2021/6/13 18:09,8856.04,0.093889,94.325,2021/6/13 18:11,3317.81,0.035833,92.591,2021/6/13 18:17,10380.7,0.104167,99.654,2021/6/13 18:30,22193.94,0.216667,102.433
宁AX830L_0,1,2021/6/13 18:07,2021/6/13 18:09,3210.45,0.031944,100.502,2021/6/13 18:14,8856.04,0.093889,94.325,2021/6/13 18:51,3317.81,0.611389,5.427,2021/6/13 18:58,10380.7,0.115833,89.618,2021/6/13 19:11,22193.94,0.211389,104.991
宁C7C555_0,1,2021/6/13 18:07,2021/6/13 18:08,3210.45,0.0275,116.744,2021/6/13 18:13,8856.04,0.076389,115.933,2021/6/13 18:15,3317.81,0.030556,108.581,2021/6/13 18:20,10380.7,0.088056,117.887,2021/6/13 18:30,22193.94,0.157222,141.163
宁A7GY70_0,1,2021/6/13 18:07,2021/6/13 18:09,3210.45,0.029444,109.036,2021/6/13 18:14,8856.04,0.083889,105.569,2021/6/13 18:16,3317.81,0.030833,107.606,2021/6/13 18:21,10380.7,0.095278,108.952,2021/6/13 18:33,22193.94,0.201944,109.901
宁E3D588_0,11,2021/6/13 18:08,2021/6/13 18:10,3210.45,0.031944,100.502,2021/6/13 18:15,8856.04,0.0875,101.212,2021/6/13 18:17,3317.81,0.032778,101.221,2021/6/13 18:24,10380.7,0.106944,97.067,2021/6/13 18:37,22193.94,0.2125,104.442
宁C51166_0,1,2021/6/13 18:09,2021/6/13 18:11,3210.45,0.026389,121.659,2021/6/13 18:15,8856.04,0.075833,116.783,2021/6/13 18:17,3317.81,0.029722,111.628,2021/6/13 18:23,10380.7,0.088333,117.518,2021/6/13 18:34,22193.94,0.196944,112.692
宁C25983_0,1,2021/6/13 18:11,2021/6/13 18:13,3210.45,0.031389,102.279,2021/6/13 18:18,8856.04,0.0875,101.212,2021/6/13 18:20,3317.81,0.033056,100.369,2021/6/13 18:26,10380.7,0.094444,109.914,2021/6/13 18:36,22193.94,0.176667,125.626
宁A283C8_0,1,2021/6/13 18:13,2021/6/13 18:15,3210.45,0.030833,104.124,2021/6/13 18:20,8856.04,0.088333,100.257,2021/6/13 18:22,3317.81,0.030833,107.606,2021/6/13 18:28,10380.7,0.094444,109.914,2021/6/13 18:40,22193.94,0.200278,110.816
宁AR733L_0,1,2021/6/13 18:15,2021/6/13 18:17,3210.45,0.030556,105.068,2021/6/13 18:22,8856.04,0.081111,109.184,2021/6/13 18:24,3317.81,0.030278,109.578,2021/6/13 18:29,10380.7,0.093611,110.892,2021/6/13 18:41,22193.94,0.193889,114.467
宁C1A018_0,1,2021/6/13 18:15,2021/6/13 18:17,3210.45,0.035833,89.595,2021/6/13 18:23,8856.04,0.094444,93.77,2021/6/13 18:26,3317.81,0.048889,67.864,2021/6/13 18:32,10380.7,0.100278,103.519,2021/6/13 18:44,22193.94,0.206389,107.535
宁CDJ928_0,11,2021/6/13 18:16,2021/6/13 18:18,3210.45,0.035,91.727,2021/6/13 18:24,8856.04,0.100833,87.829,2021/6/13 18:26,3317.81,0.035,94.795,2021/6/13 18:32,10380.7,0.106111,97.829,2021/6/13 18:45,22193.94,0.210278,105.546
宁DL3788_0,1,2021/6/13 18:17,2021/6/13 18:19,3210.45,0.029167,110.071,2021/6/13 18:24,8856.04,0.087222,101.534,2021/6/13 18:26,3317.81,0.034444,96.325,2021/6/13 18:32,10380.7,0.097778,106.166,2021/6/13 18:43,22193.94,0.192222,115.46
宁CEF986_0,11,2021/6/13 18:19,2021/6/13 18:21,3210.45,0.029722,108.016,2021/6/13 18:26,8856.04,0.081667,108.441,2021/6/13 18:28,3317.81,0.031667,104.772,2021/6/13 18:33,10380.7,0.093889,110.564,2021/6/13 18:44,22193.94,0.174722,127.024
宁C37034_0,1,2021/6/13 18:19,2021/6/13 18:21,3210.45,0.028611,112.21,2021/6/13 18:26,8856.04,0.083333,106.273,2021/6/13 18:28,3317.81,0.029444,112.682,2021/6/13 18:33,10380.7,0.092778,111.888,2021/6/13 18:45,22193.94,0.1975,112.374
宁AM958N_0,1,2021/6/13 18:22,2021/6/13 18:23,3210.45,0.029167,110.071,2021/6/13 18:29,8856.04,0.088611,99.943,2021/6/13 18:31,3317.81,0.032222,102.967,2021/6/13 18:36,10380.7,0.099167,104.679,2021/6/13 18:49,22193.94,0.201111,110.357
宁A6S761_0,1,2021/6/13 18:22,2021/6/13 18:24,3210.45,0.028333,113.311,2021/6/13 18:29,8856.04,0.084444,104.875,2021/6/13 18:31,3317.81,0.031944,103.863,2021/6/13 18:37,10380.7,0.094167,110.237,2021/6/13 18:48,22193.94,0.183889,120.692
冀B7802M_0,1,2021/6/13 18:22,2021/6/13 18:24,3210.45,0.0325,98.783,2021/6/13 18:29,8856.04,0.085,104.189,2021/6/13 18:31,3317.81,0.033056,100.369,2021/6/13 18:37,10380.7,0.095278,108.952,2021/6/13 18:49,22193.94,0.1925,115.293
宁EU7321_0,1,2021/6/13 18:23,2021/6/13 18:25,3210.45,0.03,107.015,2021/6/13 18:30,8856.04,0.090556,97.796,2021/6/13 18:32,3317.81,0.03,110.594,2021/6/13 18:38,10380.7,0.093889,110.564,2021/6/13 18:49,22193.94,0.185,119.967
宁C8A801_0,1,2021/6/13 18:25,2021/6/13 18:26,3210.45,0.028056,114.43,2021/6/13 18:31,8856.04,0.085278,103.849,2021/6/13 18:34,3317.81,0.034167,97.106,2021/6/13 18:39,10380.7,0.098056,105.865,2021/6/13 18:51,22193.94,0.187222,118.543
宁AZ1350_0,1,2021/6/13 18:28,2021/6/13 18:30,3210.45,0.032778,97.945,2021/6/13 18:35,8856.04,0.093056,95.169,2021/6/13 18:37,3317.81,0.033056,100.369,2021/6/13 18:43,10380.7,0.099167,104.679,2021/6/13 18:55,22193.94,0.198056,112.059
宁DN7621_0,1,2021/6/13 18:28,2021/6/13 18:30,3210.45,0.033333,96.314,2021/6/13 18:36,8856.04,0.095833,92.411,2021/6/13 18:38,3317.81,0.04,82.945,2021/6/13 18:45,10380.7,0.109444,94.849,2021/6/13 18:57,22193.94,0.208333,106.531
宁AT3843_0,1,2021/6/13 18:29,2021/6/13 18:31,3210.45,0.028611,112.21,2021/6/13 18:36,8856.04,0.083889,105.569,2021/6/13 18:38,3317.81,0.038333,86.552,2021/6/13 18:44,10380.7,0.090278,114.986,2021/6/13 18:55,22193.94,0.194444,114.141
宁DDF398_0,1,2021/6/13 18:29,2021/6/13 18:31,3210.45,0.028889,111.131,2021/6/13 18:36,8856.04,0.082778,106.985,2021/6/13 18:38,3317.81,0.036944,89.806,2021/6/13 18:44,10380.7,0.089167,116.419,2021/6/13 18:54,22193.94,0.17,130.553
宁C60855_0,11,2021/6/13 18:29,2021/6/13 18:31,3210.45,0.031944,100.502,2021/6/13 18:37,8856.04,0.101389,87.347,2021/6/13 18:40,3317.81,0.035556,93.312,2021/6/13 18:46,10380.7,0.112222,92.501,2021/6/13 18:59,22193.94,0.207222,107.102
吉CH3475_1,14,2021/6/13 18:30,2021/6/13 18:33,3210.45,0.056944,56.379,2021/6/13 18:41,8856.04,0.130556,67.833,2021/6/13 18:44,3317.81,0.048333,68.645,2021/6/13 18:52,10380.7,0.138333,75.041,2021/6/13 19:40,22193.94,0.796389,27.868
宁A969E8_0,1,2021/6/13 18:30,2021/6/13 18:32,3210.45,0.029444,109.036,2021/6/13 18:37,8856.04,0.083333,106.273,2021/6/13 18:38,3317.81,0.031944,103.863,2021/6/13 18:44,10380.7,0.098333,105.567,2021/6/13 18:56,22193.94,0.186944,118.72
宁A82J51_0,1,2021/6/13 18:30,2021/6/13 18:32,3210.45,0.0275,116.744,2021/6/13 18:37,8856.04,0.0775,114.271,2021/6/13 18:39,3317.81,0.030833,107.606,2021/6/13 18:44,10380.7,0.095556,108.635,2021/6/13 18:55,22193.94,0.180833,122.732
宁A271T1_0,1,2021/6/13 18:31,2021/6/13 18:32,3210.45,0.026667,120.39,2021/6/13 18:38,8856.04,0.088056,100.573,2021/6/13 18:39,3317.81,0.029722,111.628,2021/6/13 18:45,10380.7,0.091667,113.244,2021/6/13 18:58,22193.94,0.216667,102.433
宁CEM906_0,1,2021/6/13 18:32,2021/6/13 18:34,3210.45,0.034444,93.208,2021/6/13 18:39,8856.04,0.093333,94.886,2021/6/13 18:41,3317.81,0.034167,97.106,2021/6/13 18:47,10380.7,0.094722,109.591,2021/6/13 18:59,22193.94,0.196389,113.01
宁CY8909_0,1,2021/6/13 18:33,2021/6/13 18:35,3210.45,0.028056,114.43,2021/6/13 18:40,8856.04,0.088889,99.63,2021/6/13 18:42,3317.81,0.033056,100.369,2021/6/13 18:47,10380.7,0.086389,120.162,2021/6/13 18:57,22193.94,0.169167,131.195
宁ER6066_0,1,2021/6/13 18:34,2021/6/13 18:36,3210.45,0.027222,117.936,2021/6/13 18:41,8856.04,0.085833,103.178,2021/6/13 18:43,3317.81,0.036667,90.485,2021/6/13 18:49,10380.7,0.099722,104.096,2021/6/13 18:59,22193.94,0.168611,131.628
宁CLR339_0,1,2021/6/13 18:35,2021/6/13 18:36,3210.45,0.027778,115.575,2021/6/13 18:41,8856.04,0.083611,105.92,2021/6/13 18:43,3317.81,0.036111,91.878,2021/6/13 18:49,10380.7,0.097778,106.166,2021/6/13 19:01,22193.94,0.188611,117.67
陕A2S60F_0,1,2021/6/13 18:37,2021/6/13 18:38,3210.45,0.026944,119.153,2021/6/13 18:43,8856.04,0.081944,108.074,2021/6/13 18:45,3317.81,0.034722,95.554,2021/6/13 18:51,10380.7,0.093333,111.222,2021/6/13 19:02,22193.94,0.1925,115.293
宁A6AJ63_0,11,2021/6/13 18:39,2021/6/13 18:41,3210.45,0.028889,111.131,2021/6/13 18:46,8856.04,0.085,104.189,2021/6/13 18:49,3317.81,0.054722,60.63,2021/6/13 18:55,10380.7,0.093889,110.564,2021/6/13 19:06,22193.94,0.19,116.81
宁AN448Y_0,1,2021/6/13 18:40,2021/6/13 18:43,3210.45,0.033889,94.734,2021/6/13 18:49,8856.04,0.101389,87.347,2021/6/13 18:51,3317.81,0.036389,91.176,2021/6/13 18:58,10380.7,0.113056,91.819,2021/6/13 19:11,22193.94,0.221111,100.375
宁CQ6023_0,1,2021/6/13 18:42,2021/6/13 18:44,3210.45,0.036389,88.226,2021/6/13 18:49,8856.04,0.0875,101.212,2021/6/13 18:51,3317.81,0.0325,102.086,2021/6/13 18:57,10380.7,0.106667,97.319,2021/6/13 19:10,22193.94,0.215,103.228
宁CEE713_0,1,2021/6/13 18:47,2021/6/13 18:49,3210.45,0.031944,100.502,2021/6/13 18:54,8856.04,0.089167,99.32,2021/6/13 18:56,3317.81,0.035278,94.048,2021/6/13 19:02,10380.7,0.103333,100.459,2021/6/13 19:15,22193.94,0.202778,109.449
宁CCH688_0,1,2021/6/13 18:47,2021/6/13 18:49,3210.45,0.036389,88.226,2021/6/13 18:55,8856.04,0.094444,93.77,2021/6/13 18:57,3317.81,0.034167,97.106,2021/6/13 19:03,10380.7,0.101667,102.105,2021/6/13 19:16,22193.94,0.218889,101.394
宁CL3386_0,1,2021/6/13 18:48,2021/6/13 18:50,3210.45,0.028611,112.21,2021/6/13 18:55,8856.04,0.086667,102.185,2021/6/13 18:57,3317.81,0.0375,88.475,2021/6/13 19:03,10380.7,0.095278,108.952,2021/6/13 19:14,22193.94,0.188889,117.497
宁A59E39_0,1,2021/6/13 18:49,2021/6/13 18:50,3210.45,0.028611,112.21,2021/6/13 18:55,8856.04,0.084444,104.875,2021/6/13 18:57,3317.81,0.033056,100.369,2021/6/13 19:03,10380.7,0.091667,113.244,2021/6/13 19:15,22193.94,0.195556,113.491
宁A0CV21_0,1,2021/6/13 18:49,2021/6/13 18:51,3210.45,0.028611,112.21,2021/6/13 18:55,8856.04,0.078889,112.26,2021/6/13 18:57,3317.81,0.032778,101.221,2021/6/13 19:03,10380.7,0.088056,117.887,2021/6/13 19:12,22193.94,0.158333,140.173
宁ASX157_0,1,2021/6/13 18:52,2021/6/13 18:54,3210.45,0.027778,115.575,2021/6/13 18:59,8856.04,0.083333,106.273,2021/6/13 19:01,3317.81,0.03,110.594,2021/6/13 19:06,10380.7,0.088056,117.887,2021/6/13 19:17,22193.94,0.179167,123.873
宁CH8277_0,1,2021/6/13 18:52,2021/6/13 18:54,3210.45,0.031667,101.382,2021/6/13 18:59,8856.04,0.072222,122.622,2021/6/13 19:00,3317.81,0.029167,113.752,2021/6/13 19:05,10380.7,0.08,129.759,2021/6/13 19:14,22193.94,0.150278,147.686
甘D7D386_0,1,2021/6/13 18:53,2021/6/13 18:55,3210.45,0.031389,102.279,2021/6/13 19:00,8856.04,0.090278,98.097,2021/6/13 19:02,3317.81,0.034167,97.106,2021/6/13 19:09,10380.7,0.103889,99.921,2021/6/13 19:21,22193.94,0.1975,112.374
宁A8015A_0,1,2021/6/13 18:58,2021/6/13 18:59,3210.45,0.026389,121.659,2021/6/13 19:04,8856.04,0.074444,118.962,2021/6/13 19:06,3317.81,0.028611,115.963,2021/6/13 19:11,10380.7,0.098333,105.567,2021/6/13 19:22,22193.94,0.18,123.3
宁CN0777_0,1,2021/6/13 18:58,2021/6/13 19:00,3210.45,0.032778,97.945,2021/6/13 19:05,8856.04,0.089167,99.32,2021/6/13 19:08,3317.81,0.036667,90.485,2021/6/13 19:13,10380.7,0.096111,108.007,2021/6/13 19:25,22193.94,0.191389,115.962
宁A35M68_0,1,2021/6/13 18:59,2021/6/13 19:01,3210.45,0.0375,85.612,2021/6/13 19:08,8856.04,0.111111,79.704,2021/6/13 19:10,3317.81,0.040556,81.808,2021/6/13 19:17,10380.7,0.106667,97.319,2021/6/13 19:31,22193.94,0.237222,93.558
宁CGE599_0,1,2021/6/13 19:00,2021/6/13 19:02,3210.45,0.036111,88.905,2021/6/13 19:08,8856.04,0.103889,85.245,2021/6/13 19:16,3317.81,0.123611,26.841,2021/6/13 19:23,10380.7,0.114167,90.926,2021/6/13 19:37,22193.94,0.240833,92.155
宁AL086E_0,1,2021/6/13 19:00,2021/6/13 19:02,3210.45,0.029444,109.036,2021/6/13 19:08,8856.04,0.088056,100.573,2021/6/13 19:10,3317.81,0.036389,91.176,2021/6/13 19:16,10380.7,0.1,103.807,2021/6/13 19:28,22193.94,0.198889,111.59
宁A2DA85_0,1,2021/6/13 19:04,2021/6/13 19:05,3210.45,0.029722,108.016,2021/6/13 19:10,8856.04,0.085278,103.849,2021/6/13 19:13,3317.81,0.034722,95.554,2021/6/13 19:18,10380.7,0.093889,110.564,2021/6/13 19:29,22193.94,0.186389,119.073
宁DDL083_0,1,2021/6/13 19:05,2021/6/13 19:07,3210.45,0.031944,100.502,2021/6/13 19:12,8856.04,0.088889,99.63,2021/6/13 19:14,3317.81,0.033056,100.369,2021/6/13 19:20,10380.7,0.100833,102.949,2021/6/13 19:32,22193.94,0.1975,112.374
宁CJU501_0,1,2021/6/13 19:09,2021/6/13 19:11,3210.45,0.029722,108.016,2021/6/13 19:16,8856.04,0.083611,105.92,2021/6/13 19:17,3317.81,0.029444,112.682,2021/6/13 19:23,10380.7,0.093889,110.564,2021/6/13 19:34,22193.94,0.189167,117.325
宁A336S0_0,1,2021/6/13 19:12,2021/6/13 19:14,3210.45,0.031111,103.193,2021/6/13 19:19,8856.04,0.091944,96.32,2021/6/13 19:21,3317.81,0.032778,101.221,2021/6/13 19:27,10380.7,0.096667,107.386,2021/6/13 19:39,22193.94,0.196944,112.692
宁C07999_0,1,2021/6/13 19:15,2021/6/13 19:16,3210.45,0.026667,120.39,2021/6/13 19:21,8856.04,0.087222,101.534,2021/6/13 19:23,3317.81,0.029722,111.628,2021/6/13 19:29,10380.7,0.089444,116.058,2021/6/13 19:39,22193.94,0.180833,122.732
宁A8042H_0,1,2021/6/13 19:16,2021/6/13 19:18,3210.45,0.030278,106.032,2021/6/13 19:23,8856.04,0.085278,103.849,2021/6/13 19:25,3317.81,0.031944,103.863,2021/6/13 19:31,10380.7,0.097222,106.773,2021/6/13 19:42,22193.94,0.196389,113.01
宁APZ591_0,1,2021/6/13 19:18,2021/6/13 19:20,3210.45,0.028056,114.43,2021/6/13 19:25,8856.04,0.085556,103.512,2021/6/13 19:27,3317.81,0.031667,104.772,2021/6/13 19:32,10380.7,0.0925,112.224,2021/6/13 19:43,22193.94,0.176667,125.626
宁AY273Q_0,1,2021/6/13 19:19,2021/6/13 19:20,3210.45,0.0275,116.744,2021/6/13 19:25,8856.04,0.078611,112.656,2021/6/13 19:27,3317.81,0.030833,107.606,2021/6/13 19:32,10380.7,0.086944,119.395,2021/6/13 19:42,22193.94,0.170278,130.339
宁C9C776_0,1,2021/6/13 19:19,2021/6/13 19:20,3210.45,0.028333,113.311,2021/6/13 19:26,8856.04,0.089444,99.012,2021/6/13 19:28,3317.81,0.035833,92.591,2021/6/13 19:34,10380.7,0.1,103.807,2021/6/13 19:46,22193.94,0.206667,107.39
宁CB5577_0,11,2021/6/13 19:21,2021/6/13 19:23,3210.45,0.0325,98.783,2021/6/13 19:28,8856.04,0.082778,106.985,2021/6/13 19:29,3317.81,0.030556,108.581,2021/6/13 19:35,10380.7,0.093611,110.892,2021/6/13 19:47,22193.94,0.198889,111.59
宁AD148P_0,11,2021/6/13 19:22,2021/6/13 19:24,3210.45,0.0275,116.744,2021/6/13 19:28,8856.04,0.0775,114.271,2021/6/13 19:30,3317.81,0.030833,107.606,2021/6/13 19:36,10380.7,0.090278,114.986,2021/6/13 19:47,22193.94,0.19,116.81
青C77077_0,1,2021/6/13 19:22,2021/6/13 19:24,3210.45,0.028611,112.21,2021/6/13 19:29,8856.04,0.083889,105.569,2021/6/13 19:32,3317.81,0.042222,78.58,2021/6/13 19:37,10380.7,0.096389,107.696,2021/6/13 19:57,22193.94,0.334167,66.416
宁A93116_1,16,2021/6/13 19:28,2021/6/13 19:31,3210.45,0.038889,82.554,2021/6/13 19:37,8856.04,0.1125,78.72,2021/6/13 19:40,3317.81,0.044444,74.651,2021/6/13 19:48,10380.7,0.128611,80.714,2021/6/13 20:03,22193.94,0.253056,87.704
宁CCV311_0,1,2021/6/13 19:29,2021/6/13 19:31,3210.45,0.028889,111.131,2021/6/13 19:36,8856.04,0.083611,105.92,2021/6/13 19:38,3317.81,0.033333,99.535,2021/6/13 19:44,10380.7,0.096667,107.386,2021/6/13 19:55,22193.94,0.181111,122.543
宁AHQ927_0,1,2021/6/13 19:31,2021/6/13 19:33,3210.45,0.033333,96.314,2021/6/13 19:38,8856.04,0.093611,94.605,2021/6/13 19:41,3317.81,0.035556,93.312,2021/6/13 19:47,10380.7,0.101667,102.105,2021/6/13 19:59,22193.94,0.214444,103.495
宁CHT503_0,1,2021/6/13 19:32,2021/6/13 19:33,3210.45,0.028333,113.311,2021/6/13 19:38,8856.04,0.081667,108.441,2021/6/13 19:40,3317.81,0.034722,95.554,2021/6/13 19:46,10380.7,0.093333,111.222,2021/6/13 19:57,22193.94,0.182778,121.426
宁ECC262_0,1,2021/6/13 19:33,2021/6/13 19:35,3210.45,0.028056,114.43,2021/6/13 19:40,8856.04,0.084167,105.22,2021/6/13 19:42,3317.81,0.033611,98.712,2021/6/13 19:48,10380.7,0.099722,104.096,2021/6/13 20:00,22193.94,0.196111,113.17
吉CB3686_1,12,2021/6/13 19:33,2021/6/13 19:36,3210.45,0.039444,81.393,2021/6/13 19:42,8856.04,0.108056,81.958,2021/6/13 19:45,3317.81,0.040278,82.373,2021/6/13 19:52,10380.7,0.125278,82.861,2021/6/13 20:07,22193.94,0.254167,87.32
吉CB3658_1,12,2021/6/13 19:34,2021/6/13 19:37,3210.45,0.050556,63.503,2021/6/13 19:45,8856.04,0.134167,66.008,2021/6/13 19:48,3317.81,0.049722,66.727,2021/6/13 19:57,10380.7,0.148611,69.851,2021/6/13 20:15,22193.94,0.296111,74.951
宁EAM606_0,1,2021/6/13 19:34,2021/6/13 19:36,3210.45,0.031944,100.502,2021/6/13 19:41,8856.04,0.086667,102.185,2021/6/13 19:43,3317.81,0.032222,102.967,2021/6/13 19:50,10380.7,0.102778,101.001,2021/6/13 20:02,22193.94,0.198611,111.746
宁CBQ088_0,11,2021/6/13 19:36,2021/6/13 19:38,3210.45,0.029167,110.071,2021/6/13 19:42,8856.04,0.0825,107.346,2021/6/13 19:44,3317.81,0.030556,108.581,2021/6/13 19:50,10380.7,0.095833,108.321,2021/6/13 20:01,22193.94,0.183611,120.875
宁CE7690_0,1,2021/6/13 19:36,2021/6/13 19:38,3210.45,0.028889,111.131,2021/6/13 19:43,8856.04,0.0825,107.346,2021/6/13 19:44,3317.81,0.032222,102.967,2021/6/13 19:50,10380.7,0.09,115.341,2021/6/13 20:01,22193.94,0.191111,116.131
宁CS7277_0,1,2021/6/13 19:37,2021/6/13 19:39,3210.45,0.039167,81.968,2021/6/13 19:46,8856.04,0.1075,82.382,2021/6/13 19:48,3317.81,0.040833,81.253,2021/6/13 19:55,10380.7,0.121389,85.516,2021/6/13 20:09,22193.94,0.223889,99.129
宁CQ7119_0,1,2021/6/13 19:38,2021/6/13 19:40,3210.45,0.030833,104.124,2021/6/13 19:45,8856.04,0.089444,99.012,2021/6/13 19:47,3317.81,0.033611,98.712,2021/6/13 19:53,10380.7,0.091667,113.244,2021/6/13 20:04,22193.94,0.189167,117.325
浙A7T111_1,12,2021/6/13 19:39,2021/6/13 19:41,3210.45,0.040278,79.707,2021/6/13 19:49,8856.04,0.119444,74.144,2021/6/13 19:51,3317.81,0.042222,78.58,2021/6/13 19:59,10380.7,0.130278,79.681,2021/6/13 20:15,22193.94,0.275833,80.462
宁EV2113_0,11,2021/6/13 19:42,2021/6/13 19:45,3210.45,0.040278,79.707,2021/6/13 19:52,8856.04,0.119722,73.972,2021/6/13 19:55,3317.81,0.045278,73.276,2021/6/13 20:03,10380.7,0.142222,72.989,2021/6/13 20:22,22193.94,0.315833,70.271
宁AFT740_0,1,2021/6/13 19:43,2021/6/13 19:45,3210.45,0.031944,100.502,2021/6/13 19:50,8856.04,0.0875,101.212,2021/6/13 19:52,3317.81,0.032778,101.221,2021/6/13 19:58,10380.7,0.098056,105.865,2021/6/13 20:10,22193.94,0.1975,112.374
宁A0D136_0,1,2021/6/13 19:43,2021/6/13 19:46,3210.45,0.039722,80.823,2021/6/13 19:52,8856.04,0.1125,78.72,2021/6/13 19:55,3317.81,0.041944,79.101,2021/6/13 20:02,10380.7,0.117222,88.556,2021/6/13 20:16,22193.94,0.228333,97.2
宁AZ025R_0,1,2021/6/13 19:47,2021/6/13 19:48,3210.45,0.031111,103.193,2021/6/13 19:54,8856.04,0.085,104.189,2021/6/13 19:55,3317.81,0.030278,109.578,2021/6/13 20:01,10380.7,0.095278,108.952,2021/6/13 20:12,22193.94,0.18,123.3
宁A326L1_0,1,2021/6/13 19:49,2021/6/13 19:51,3210.45,0.027778,115.575,2021/6/13 19:56,8856.04,0.085278,103.849,2021/6/13 20:04,3317.81,0.145,22.881,2021/6/13 20:11,10380.7,0.103611,100.189,2021/6/13 20:23,22193.94,0.210556,105.406
宁AJ669F_0,1,2021/6/13 19:49,2021/6/13 19:51,3210.45,0.029167,110.071,2021/6/13 19:56,8856.04,0.089444,99.012,2021/6/13 19:58,3317.81,0.033333,99.535,2021/6/13 20:04,10380.7,0.093611,110.892,2021/6/13 20:16,22193.94,0.202222,109.75
