node,date,day,hour,minute,speed
66,2021/6/1,1,2,15,101.751
67,2021/6/1,1,2,15,79.908
68,2021/6/1,1,2,15,78.602
69,2021/6/1,1,2,15,101.47
70,2021/6/1,1,2,15,125.664
71,2021/6/1,1,2,15,87.526
72,2021/6/1,1,2,15,78.752
73,2021/6/1,1,2,15,89.831
74,2021/6/1,1,2,15,78.857
75,2021/6/1,1,2,15,91.944
76,2021/6/1,1,2,15,96.414
77,2021/6/1,1,2,15,87.396
78,2021/6/1,1,2,15,105.13
79,2021/6/1,1,2,15,118.286
80,2021/6/1,1,2,15,83.932
81,2021/6/1,1,2,15,47.719
82,2021/6/1,1,2,15,93.614
83,2021/6/1,1,2,15,1.81
84,2021/6/1,1,2,15,78.172
85,2021/6/1,1,2,15,57.859
86,2021/6/1,1,2,15,31.065
87,2021/6/1,1,2,15,74.456
88,2021/6/1,1,2,15,95.669
89,2021/6/1,1,2,15,85.742
90,2021/6/1,1,2,15,6.12
91,2021/6/1,1,2,15,28.677
92,2021/6/1,1,2,15,67.892
93,2021/6/1,1,2,15,16.862
94,2021/6/1,1,2,15,75.565
95,2021/6/1,1,2,15,65.778
96,2021/6/1,1,2,15,55.661
97,2021/6/1,1,2,15,74.208
98,2021/6/1,1,2,15,79.433
99,2021/6/1,1,2,15,96.272
100,2021/6/1,1,2,15,27.61
101,2021/6/1,1,2,15,42.142
102,2021/6/1,1,2,15,70.272
103,2021/6/1,1,2,15,0.569
104,2021/6/1,1,2,15,78.688
105,2021/6/1,1,2,15,96.204
106,2021/6/1,1,2,15,93.793
107,2021/6/1,1,2,15,40.353
0,2021/6/1,1,2,30,70.011
1,2021/6/1,1,2,30,92.986
2,2021/6/1,1,2,30,52.675
3,2021/6/1,1,2,30,97.638
4,2021/6/1,1,2,30,53.241
5,2021/6/1,1,2,30,50.605
6,2021/6/1,1,2,30,42.67
7,2021/6/1,1,2,30,22.309
8,2021/6/1,1,2,30,22.334
9,2021/6/1,1,2,30,34.843
10,2021/6/1,1,2,30,0.733
11,2021/6/1,1,2,30,56.28
12,2021/6/1,1,2,30,85.43
13,2021/6/1,1,2,30,7.749
14,2021/6/1,1,2,30,46.56
15,2021/6/1,1,2,30,62.276
16,2021/6/1,1,2,30,66.924
17,2021/6/1,1,2,30,42.812
18,2021/6/1,1,2,30,58.718
19,2021/6/1,1,2,30,27.735
20,2021/6/1,1,2,30,88.138
21,2021/6/1,1,2,30,64.585
22,2021/6/1,1,2,30,82.52
23,2021/6/1,1,2,30,84.556
24,2021/6/1,1,2,30,32.112
25,2021/6/1,1,2,30,45.903
26,2021/6/1,1,2,30,43.273
27,2021/6/1,1,2,30,73.83
28,2021/6/1,1,2,30,126.341
29,2021/6/1,1,2,30,108.081
30,2021/6/1,1,2,30,92.56
31,2021/6/1,1,2,30,111.773
32,2021/6/1,1,2,30,96.668
33,2021/6/1,1,2,30,125.027
34,2021/6/1,1,2,30,50.321
35,2021/6/1,1,2,30,84.114
36,2021/6/1,1,2,30,92.711
37,2021/6/1,1,2,30,90.099
38,2021/6/1,1,2,30,95.556
39,2021/6/1,1,2,30,99.429
40,2021/6/1,1,2,30,109.454
41,2021/6/1,1,2,30,90.429
42,2021/6/1,1,2,30,95.095
43,2021/6/1,1,2,30,88.213
44,2021/6/1,1,2,30,140.25
45,2021/6/1,1,2,30,107.302
46,2021/6/1,1,2,30,145.887
47,2021/6/1,1,2,30,95.569
48,2021/6/1,1,2,30,65.504
49,2021/6/1,1,2,30,118.599
50,2021/6/1,1,2,30,86.684
51,2021/6/1,1,2,30,91.64
52,2021/6/1,1,2,30,89.052
53,2021/6/1,1,2,30,107.456
54,2021/6/1,1,2,30,99.884
55,2021/6/1,1,2,30,118.653
56,2021/6/1,1,2,30,125.417
57,2021/6/1,1,2,30,91.591
58,2021/6/1,1,2,30,128.433
59,2021/6/1,1,2,30,101.264
60,2021/6/1,1,2,30,99.817
61,2021/6/1,1,2,30,95.313
62,2021/6/1,1,2,30,100.435
63,2021/6/1,1,2,30,112.738
64,2021/6/1,1,2,30,108.084
65,2021/6/1,1,2,30,86.731
66,2021/6/1,1,2,30,87.566
67,2021/6/1,1,2,30,121.387
68,2021/6/1,1,2,30,80.82
69,2021/6/1,1,2,30,98.278
70,2021/6/1,1,2,30,148.19
71,2021/6/1,1,2,30,62.93
72,2021/6/1,1,2,30,85.638
73,2021/6/1,1,2,30,86.044
74,2021/6/1,1,2,30,89.939
75,2021/6/1,1,2,30,88.925
76,2021/6/1,1,2,30,98.793
77,2021/6/1,1,2,30,89.832
78,2021/6/1,1,2,30,106.288
79,2021/6/1,1,2,30,107.029
80,2021/6/1,1,2,30,100.372
81,2021/6/1,1,2,30,48.952
82,2021/6/1,1,2,30,77.999
83,2021/6/1,1,2,30,44.05
84,2021/6/1,1,2,30,62.574
85,2021/6/1,1,2,30,59.597
86,2021/6/1,1,2,30,35.456
87,2021/6/1,1,2,30,85.723
88,2021/6/1,1,2,30,85.302
89,2021/6/1,1,2,30,88.062
90,2021/6/1,1,2,30,6.12
91,2021/6/1,1,2,30,50.964
92,2021/6/1,1,2,30,56.143
93,2021/6/1,1,2,30,11.459
94,2021/6/1,1,2,30,75.44
95,2021/6/1,1,2,30,84.409
96,2021/6/1,1,2,30,51.374
97,2021/6/1,1,2,30,99.991
98,2021/6/1,1,2,30,93.715
99,2021/6/1,1,2,30,71.857
100,2021/6/1,1,2,30,44.198
101,2021/6/1,1,2,30,46.518
102,2021/6/1,1,2,30,72.245
103,2021/6/1,1,2,30,0.601
104,2021/6/1,1,2,30,102.993
105,2021/6/1,1,2,30,102.224
106,2021/6/1,1,2,30,85.339
107,2021/6/1,1,2,30,0.852
0,2021/6/1,1,2,45,101.463
1,2021/6/1,1,2,45,86.277
2,2021/6/1,1,2,45,93.97
3,2021/6/1,1,2,45,90.885
4,2021/6/1,1,2,45,53.605
5,2021/6/1,1,2,45,46.019
6,2021/6/1,1,2,45,60.622
7,2021/6/1,1,2,45,61.082
8,2021/6/1,1,2,45,18.789
9,2021/6/1,1,2,45,46.092
10,2021/6/1,1,2,45,4.245
11,2021/6/1,1,2,45,54.163
12,2021/6/1,1,2,45,97.573
13,2021/6/1,1,2,45,7.749
14,2021/6/1,1,2,45,26.892
15,2021/6/1,1,2,45,77.36
16,2021/6/1,1,2,45,76.722
17,2021/6/1,1,2,45,44.142
18,2021/6/1,1,2,45,54.677
19,2021/6/1,1,2,45,31.231
20,2021/6/1,1,2,45,92.399
21,2021/6/1,1,2,45,59.393
22,2021/6/1,1,2,45,96.606
23,2021/6/1,1,2,45,101.749
24,2021/6/1,1,2,45,46.589
25,2021/6/1,1,2,45,42.468
26,2021/6/1,1,2,45,47.306
27,2021/6/1,1,2,45,75.609
28,2021/6/1,1,2,45,113.596
29,2021/6/1,1,2,45,105.954
30,2021/6/1,1,2,45,107.843
31,2021/6/1,1,2,45,85.732
32,2021/6/1,1,2,45,87.631
33,2021/6/1,1,2,45,99.889
34,2021/6/1,1,2,45,64.289
35,2021/6/1,1,2,45,88.939
36,2021/6/1,1,2,45,85.278
37,2021/6/1,1,2,45,80.882
38,2021/6/1,1,2,45,123.105
39,2021/6/1,1,2,45,115.885
40,2021/6/1,1,2,45,94.096
41,2021/6/1,1,2,45,61.528
42,2021/6/1,1,2,45,95.463
43,2021/6/1,1,2,45,84.574
44,2021/6/1,1,2,45,137.787
45,2021/6/1,1,2,45,103.883
46,2021/6/1,1,2,45,106.723
47,2021/6/1,1,2,45,94.113
48,2021/6/1,1,2,45,66.399
49,2021/6/1,1,2,45,118.585
50,2021/6/1,1,2,45,96.839
51,2021/6/1,1,2,45,106.672
52,2021/6/1,1,2,45,110.719
53,2021/6/1,1,2,45,81
54,2021/6/1,1,2,45,88.351
55,2021/6/1,1,2,45,84.361
56,2021/6/1,1,2,45,110.488
57,2021/6/1,1,2,45,78.915
58,2021/6/1,1,2,45,58.94
59,2021/6/1,1,2,45,90.245
60,2021/6/1,1,2,45,83.807
61,2021/6/1,1,2,45,93.126
62,2021/6/1,1,2,45,95.917
63,2021/6/1,1,2,45,124.141
64,2021/6/1,1,2,45,112.435
65,2021/6/1,1,2,45,88.165
66,2021/6/1,1,2,45,101.002
67,2021/6/1,1,2,45,81.547
68,2021/6/1,1,2,45,118.809
69,2021/6/1,1,2,45,118.411
70,2021/6/1,1,2,45,141.514
71,2021/6/1,1,2,45,82.503
72,2021/6/1,1,2,45,87.48
73,2021/6/1,1,2,45,89.299
74,2021/6/1,1,2,45,72.952
75,2021/6/1,1,2,45,94.091
76,2021/6/1,1,2,45,97.954
77,2021/6/1,1,2,45,81.329
78,2021/6/1,1,2,45,96.191
79,2021/6/1,1,2,45,97.293
80,2021/6/1,1,2,45,84.077
81,2021/6/1,1,2,45,48.562
82,2021/6/1,1,2,45,81.05
83,2021/6/1,1,2,45,75.101
84,2021/6/1,1,2,45,67.209
85,2021/6/1,1,2,45,50.584
86,2021/6/1,1,2,45,29.484
87,2021/6/1,1,2,45,98.839
88,2021/6/1,1,2,45,118.814
89,2021/6/1,1,2,45,80.845
90,2021/6/1,1,2,45,8.097
91,2021/6/1,1,2,45,35.07
92,2021/6/1,1,2,45,68.066
93,2021/6/1,1,2,45,10.329
94,2021/6/1,1,2,45,84.629
95,2021/6/1,1,2,45,86.384
96,2021/6/1,1,2,45,53.151
97,2021/6/1,1,2,45,45.069
98,2021/6/1,1,2,45,84.252
99,2021/6/1,1,2,45,103.75
100,2021/6/1,1,2,45,36.963
101,2021/6/1,1,2,45,53.675
102,2021/6/1,1,2,45,54.184
103,2021/6/1,1,2,45,0.636
104,2021/6/1,1,2,45,78.156
105,2021/6/1,1,2,45,90.85
106,2021/6/1,1,2,45,93.793
107,2021/6/1,1,2,45,24.157
0,2021/6/1,1,3,0,80.431
1,2021/6/1,1,3,0,95.837
2,2021/6/1,1,3,0,86.998
3,2021/6/1,1,3,0,100.84
4,2021/6/1,1,3,0,43.968
5,2021/6/1,1,3,0,65.87
6,2021/6/1,1,3,0,72.57
7,2021/6/1,1,3,0,55.928
8,2021/6/1,1,3,0,22.91
9,2021/6/1,1,3,0,31.823
10,2021/6/1,1,3,0,3.099
11,2021/6/1,1,3,0,54.464
12,2021/6/1,1,3,0,112.517
13,2021/6/1,1,3,0,7.749
14,2021/6/1,1,3,0,45.21
15,2021/6/1,1,3,0,78.66
16,2021/6/1,1,3,0,73.553
17,2021/6/1,1,3,0,40.115
18,2021/6/1,1,3,0,50.254
19,2021/6/1,1,3,0,25.001
20,2021/6/1,1,3,0,113.126
21,2021/6/1,1,3,0,99.716
22,2021/6/1,1,3,0,79.765
23,2021/6/1,1,3,0,78.42
24,2021/6/1,1,3,0,27.428
25,2021/6/1,1,3,0,42.541
26,2021/6/1,1,3,0,48.828
27,2021/6/1,1,3,0,64.188
28,2021/6/1,1,3,0,83.302
29,2021/6/1,1,3,0,92.622
30,2021/6/1,1,3,0,78.159
31,2021/6/1,1,3,0,86.144
32,2021/6/1,1,3,0,103.79
33,2021/6/1,1,3,0,98.44
34,2021/6/1,1,3,0,55.591
35,2021/6/1,1,3,0,108.946
36,2021/6/1,1,3,0,93.705
37,2021/6/1,1,3,0,88.82
38,2021/6/1,1,3,0,95.291
39,2021/6/1,1,3,0,111.114
40,2021/6/1,1,3,0,65.882
41,2021/6/1,1,3,0,82.452
42,2021/6/1,1,3,0,58.088
43,2021/6/1,1,3,0,80.365
44,2021/6/1,1,3,0,139.008
45,2021/6/1,1,3,0,82.771
46,2021/6/1,1,3,0,102.289
47,2021/6/1,1,3,0,100.731
48,2021/6/1,1,3,0,76.919
49,2021/6/1,1,3,0,104.496
50,2021/6/1,1,3,0,75.564
51,2021/6/1,1,3,0,82.834
52,2021/6/1,1,3,0,110.749
53,2021/6/1,1,3,0,88.806
54,2021/6/1,1,3,0,80.252
55,2021/6/1,1,3,0,108.812
56,2021/6/1,1,3,0,111.699
57,2021/6/1,1,3,0,100.628
58,2021/6/1,1,3,0,94.759
59,2021/6/1,1,3,0,90.608
60,2021/6/1,1,3,0,66.538
61,2021/6/1,1,3,0,114.968
62,2021/6/1,1,3,0,100.387
63,2021/6/1,1,3,0,101.693
64,2021/6/1,1,3,0,104.281
65,2021/6/1,1,3,0,93.578
66,2021/6/1,1,3,0,80.095
67,2021/6/1,1,3,0,81.547
68,2021/6/1,1,3,0,72.016
69,2021/6/1,1,3,0,96.125
70,2021/6/1,1,3,0,98.175
71,2021/6/1,1,3,0,88.29
72,2021/6/1,1,3,0,73.112
73,2021/6/1,1,3,0,96.117
74,2021/6/1,1,3,0,70.907
75,2021/6/1,1,3,0,89.891
76,2021/6/1,1,3,0,74.722
77,2021/6/1,1,3,0,78.843
78,2021/6/1,1,3,0,93.425
79,2021/6/1,1,3,0,97.997
80,2021/6/1,1,3,0,116.92
81,2021/6/1,1,3,0,60.891
82,2021/6/1,1,3,0,105.65
83,2021/6/1,1,3,0,52.657
84,2021/6/1,1,3,0,5.037
85,2021/6/1,1,3,0,41.434
86,2021/6/1,1,3,0,32.078
87,2021/6/1,1,3,0,56
88,2021/6/1,1,3,0,93.057
89,2021/6/1,1,3,0,95.474
90,2021/6/1,1,3,0,4.585
91,2021/6/1,1,3,0,46.654
92,2021/6/1,1,3,0,114.777
93,2021/6/1,1,3,0,10.683
94,2021/6/1,1,3,0,62.242
95,2021/6/1,1,3,0,115.659
96,2021/6/1,1,3,0,63.346
97,2021/6/1,1,3,0,79.995
98,2021/6/1,1,3,0,79.701
99,2021/6/1,1,3,0,71.535
100,2021/6/1,1,3,0,40.319
101,2021/6/1,1,3,0,41.349
102,2021/6/1,1,3,0,103.366
103,2021/6/1,1,3,0,0.963
104,2021/6/1,1,3,0,103.56
105,2021/6/1,1,3,0,82.722
106,2021/6/1,1,3,0,88.768
107,2021/6/1,1,3,0,39.022
0,2021/6/1,1,3,15,80.822
1,2021/6/1,1,3,15,94.372
2,2021/6/1,1,3,15,56.304
3,2021/6/1,1,3,15,124.411
4,2021/6/1,1,3,15,47.092
5,2021/6/1,1,3,15,32.026
6,2021/6/1,1,3,15,13.471
7,2021/6/1,1,3,15,45.084
8,2021/6/1,1,3,15,7.837
9,2021/6/1,1,3,15,46.281
10,2021/6/1,1,3,15,1.144
11,2021/6/1,1,3,15,62.471
12,2021/6/1,1,3,15,92.698
13,2021/6/1,1,3,15,7.749
14,2021/6/1,1,3,15,29.71
15,2021/6/1,1,3,15,83.93
16,2021/6/1,1,3,15,84.811
17,2021/6/1,1,3,15,58.171
18,2021/6/1,1,3,15,57.318
19,2021/6/1,1,3,15,28.136
20,2021/6/1,1,3,15,78.652
21,2021/6/1,1,3,15,89.061
22,2021/6/1,1,3,15,81.164
23,2021/6/1,1,3,15,77.629
24,2021/6/1,1,3,15,32.399
25,2021/6/1,1,3,15,52.316
26,2021/6/1,1,3,15,46.134
27,2021/6/1,1,3,15,58.365
28,2021/6/1,1,3,15,114.856
29,2021/6/1,1,3,15,122.164
30,2021/6/1,1,3,15,90.289
31,2021/6/1,1,3,15,90.842
32,2021/6/1,1,3,15,97.981
33,2021/6/1,1,3,15,94.151
34,2021/6/1,1,3,15,69.002
35,2021/6/1,1,3,15,84.763
36,2021/6/1,1,3,15,97.548
37,2021/6/1,1,3,15,100.158
38,2021/6/1,1,3,15,86.644
39,2021/6/1,1,3,15,81.42
40,2021/6/1,1,3,15,86.122
41,2021/6/1,1,3,15,47.695
42,2021/6/1,1,3,15,73.302
43,2021/6/1,1,3,15,82.607
44,2021/6/1,1,3,15,140.25
45,2021/6/1,1,3,15,82.236
46,2021/6/1,1,3,15,95.22
47,2021/6/1,1,3,15,89.389
48,2021/6/1,1,3,15,53.659
49,2021/6/1,1,3,15,115.718
50,2021/6/1,1,3,15,80.227
51,2021/6/1,1,3,15,91.251
52,2021/6/1,1,3,15,91.695
53,2021/6/1,1,3,15,90.42
54,2021/6/1,1,3,15,53.759
55,2021/6/1,1,3,15,87.016
56,2021/6/1,1,3,15,102.582
57,2021/6/1,1,3,15,123.572
58,2021/6/1,1,3,15,88.205
59,2021/6/1,1,3,15,88.992
60,2021/6/1,1,3,15,111.387
61,2021/6/1,1,3,15,91.013
62,2021/6/1,1,3,15,95.46
63,2021/6/1,1,3,15,102.848
64,2021/6/1,1,3,15,101.22
65,2021/6/1,1,3,15,88.165
66,2021/6/1,1,3,15,101.778
67,2021/6/1,1,3,15,119.564
68,2021/6/1,1,3,15,92.25
69,2021/6/1,1,3,15,97.335
70,2021/6/1,1,3,15,149.597
71,2021/6/1,1,3,15,88.732
72,2021/6/1,1,3,15,80.307
73,2021/6/1,1,3,15,68.729
74,2021/6/1,1,3,15,97.275
75,2021/6/1,1,3,15,69.985
76,2021/6/1,1,3,15,85.425
77,2021/6/1,1,3,15,91.979
78,2021/6/1,1,3,15,99.379
79,2021/6/1,1,3,15,104.559
80,2021/6/1,1,3,15,108.905
81,2021/6/1,1,3,15,51.39
82,2021/6/1,1,3,15,93.944
83,2021/6/1,1,3,15,53.896
84,2021/6/1,1,3,15,49.485
85,2021/6/1,1,3,15,48.221
86,2021/6/1,1,3,15,6.634
87,2021/6/1,1,3,15,89.608
88,2021/6/1,1,3,15,97.846
89,2021/6/1,1,3,15,74.414
90,2021/6/1,1,3,15,4.585
91,2021/6/1,1,3,15,38.874
92,2021/6/1,1,3,15,75.047
93,2021/6/1,1,3,15,12.478
94,2021/6/1,1,3,15,72.729
95,2021/6/1,1,3,15,80.071
96,2021/6/1,1,3,15,38.711
97,2021/6/1,1,3,15,61.085
98,2021/6/1,1,3,15,49.123
99,2021/6/1,1,3,15,93.739
100,2021/6/1,1,3,15,45.764
101,2021/6/1,1,3,15,31.185
102,2021/6/1,1,3,15,77.227
103,2021/6/1,1,3,15,0.471
104,2021/6/1,1,3,15,111.115
105,2021/6/1,1,3,15,97.978
106,2021/6/1,1,3,15,85.707
107,2021/6/1,1,3,15,31.342
0,2021/6/1,1,3,30,67.087
1,2021/6/1,1,3,30,79.851
2,2021/6/1,1,3,30,59.404
3,2021/6/1,1,3,30,117.177
4,2021/6/1,1,3,30,43.041
5,2021/6/1,1,3,30,40.968
6,2021/6/1,1,3,30,50.985
7,2021/6/1,1,3,30,45.88
8,2021/6/1,1,3,30,21.137
9,2021/6/1,1,3,30,28.142
10,2021/6/1,1,3,30,2.867
11,2021/6/1,1,3,30,60.965
12,2021/6/1,1,3,30,74.165
13,2021/6/1,1,3,30,7.749
14,2021/6/1,1,3,30,37.116
15,2021/6/1,1,3,30,73.876
16,2021/6/1,1,3,30,70.904
17,2021/6/1,1,3,30,42.889
18,2021/6/1,1,3,30,54.764
19,2021/6/1,1,3,30,26.301
20,2021/6/1,1,3,30,100.281
21,2021/6/1,1,3,30,85.921
22,2021/6/1,1,3,30,95.413
23,2021/6/1,1,3,30,81.249
24,2021/6/1,1,3,30,36.47
25,2021/6/1,1,3,30,44.064
26,2021/6/1,1,3,30,58.76
27,2021/6/1,1,3,30,74.341
28,2021/6/1,1,3,30,96.164
29,2021/6/1,1,3,30,106.009
30,2021/6/1,1,3,30,79.23
31,2021/6/1,1,3,30,90.554
32,2021/6/1,1,3,30,98.546
33,2021/6/1,1,3,30,96.171
34,2021/6/1,1,3,30,70.323
35,2021/6/1,1,3,30,92.664
36,2021/6/1,1,3,30,89.808
37,2021/6/1,1,3,30,92.564
38,2021/6/1,1,3,30,101.939
39,2021/6/1,1,3,30,104.36
40,2021/6/1,1,3,30,90.969
41,2021/6/1,1,3,30,45.295
42,2021/6/1,1,3,30,94.005
43,2021/6/1,1,3,30,83.504
44,2021/6/1,1,3,30,142.797
45,2021/6/1,1,3,30,83.352
46,2021/6/1,1,3,30,94.094
47,2021/6/1,1,3,30,100.009
48,2021/6/1,1,3,30,63.642
49,2021/6/1,1,3,30,127.33
50,2021/6/1,1,3,30,102.872
51,2021/6/1,1,3,30,119.212
52,2021/6/1,1,3,30,100.331
53,2021/6/1,1,3,30,85.653
54,2021/6/1,1,3,30,85.805
55,2021/6/1,1,3,30,96.87
56,2021/6/1,1,3,30,127.236
57,2021/6/1,1,3,30,83.474
58,2021/6/1,1,3,30,106.786
59,2021/6/1,1,3,30,88.53
60,2021/6/1,1,3,30,60.127
61,2021/6/1,1,3,30,109.551
62,2021/6/1,1,3,30,96.978
63,2021/6/1,1,3,30,116.509
64,2021/6/1,1,3,30,105.927
65,2021/6/1,1,3,30,132.247
66,2021/6/1,1,3,30,94.298
67,2021/6/1,1,3,30,98.769
68,2021/6/1,1,3,30,81.329
69,2021/6/1,1,3,30,89.853
70,2021/6/1,1,3,30,105.422
71,2021/6/1,1,3,30,86.082
72,2021/6/1,1,3,30,80.344
73,2021/6/1,1,3,30,111.182
74,2021/6/1,1,3,30,78.414
75,2021/6/1,1,3,30,61.381
76,2021/6/1,1,3,30,91.114
77,2021/6/1,1,3,30,61.239
78,2021/6/1,1,3,30,105.241
79,2021/6/1,1,3,30,103.747
80,2021/6/1,1,3,30,88.833
81,2021/6/1,1,3,30,61.407
82,2021/6/1,1,3,30,92.37
83,2021/6/1,1,3,30,78.986
84,2021/6/1,1,3,30,91.175
85,2021/6/1,1,3,30,34.255
86,2021/6/1,1,3,30,26.673
87,2021/6/1,1,3,30,51.934
88,2021/6/1,1,3,30,80.163
89,2021/6/1,1,3,30,59.385
90,2021/6/1,1,3,30,4.585
91,2021/6/1,1,3,30,47.123
92,2021/6/1,1,3,30,60.975
93,2021/6/1,1,3,30,16.954
94,2021/6/1,1,3,30,72.573
95,2021/6/1,1,3,30,71.548
96,2021/6/1,1,3,30,35.043
97,2021/6/1,1,3,30,86.94
98,2021/6/1,1,3,30,54.704
99,2021/6/1,1,3,30,74.852
100,2021/6/1,1,3,30,37.409
101,2021/6/1,1,3,30,42.061
102,2021/6/1,1,3,30,53.3
103,2021/6/1,1,3,30,3.536
104,2021/6/1,1,3,30,101.871
105,2021/6/1,1,3,30,92.681
106,2021/6/1,1,3,30,99.92
107,2021/6/1,1,3,30,17.322
0,2021/6/1,1,3,45,68.98
1,2021/6/1,1,3,45,52.834
2,2021/6/1,1,3,45,61.155
3,2021/6/1,1,3,45,101.459
4,2021/6/1,1,3,45,47.703
5,2021/6/1,1,3,45,62.211
6,2021/6/1,1,3,45,65.841
7,2021/6/1,1,3,45,47.123
8,2021/6/1,1,3,45,29.347
9,2021/6/1,1,3,45,30.202
10,2021/6/1,1,3,45,2.6615
11,2021/6/1,1,3,45,48.192
12,2021/6/1,1,3,45,86.491
13,2021/6/1,1,3,45,7.749
14,2021/6/1,1,3,45,24.956
15,2021/6/1,1,3,45,86.466
16,2021/6/1,1,3,45,66.374
17,2021/6/1,1,3,45,58.559
18,2021/6/1,1,3,45,59.238
19,2021/6/1,1,3,45,26.635
20,2021/6/1,1,3,45,94.372
21,2021/6/1,1,3,45,110.345
22,2021/6/1,1,3,45,116.958
23,2021/6/1,1,3,45,85.008
24,2021/6/1,1,3,45,32.399
25,2021/6/1,1,3,45,56.024
26,2021/6/1,1,3,45,51.687
27,2021/6/1,1,3,45,70.783
28,2021/6/1,1,3,45,93.767
29,2021/6/1,1,3,45,91.521
30,2021/6/1,1,3,45,85.32
31,2021/6/1,1,3,45,34.728
32,2021/6/1,1,3,45,91.108
33,2021/6/1,1,3,45,91.902
34,2021/6/1,1,3,45,64.12
35,2021/6/1,1,3,45,90.353
36,2021/6/1,1,3,45,90.797
37,2021/6/1,1,3,45,80.736
38,2021/6/1,1,3,45,103.427
39,2021/6/1,1,3,45,104.626
40,2021/6/1,1,3,45,90.669
41,2021/6/1,1,3,45,94.724
42,2021/6/1,1,3,45,74.185
43,2021/6/1,1,3,45,81.013
44,2021/6/1,1,3,45,136.592
45,2021/6/1,1,3,45,115.23
46,2021/6/1,1,3,45,91.39
47,2021/6/1,1,3,45,99.257
48,2021/6/1,1,3,45,62.83
49,2021/6/1,1,3,45,105.525
50,2021/6/1,1,3,45,80.267
51,2021/6/1,1,3,45,87.665
52,2021/6/1,1,3,45,107.886
53,2021/6/1,1,3,45,83.293
54,2021/6/1,1,3,45,78.329
55,2021/6/1,1,3,45,94.55
56,2021/6/1,1,3,45,100.911
57,2021/6/1,1,3,45,112.257
58,2021/6/1,1,3,45,114.847
59,2021/6/1,1,3,45,96.234
60,2021/6/1,1,3,45,81.442
61,2021/6/1,1,3,45,101.337
62,2021/6/1,1,3,45,93.059
63,2021/6/1,1,3,45,77.854
64,2021/6/1,1,3,45,79.367
65,2021/6/1,1,3,45,120.769
66,2021/6/1,1,3,45,123.197
67,2021/6/1,1,3,45,95.794
68,2021/6/1,1,3,45,81.329
69,2021/6/1,1,3,45,103.912
70,2021/6/1,1,3,45,139.008
71,2021/6/1,1,3,45,98.071
72,2021/6/1,1,3,45,72.863
73,2021/6/1,1,3,45,80.844
74,2021/6/1,1,3,45,78.633
75,2021/6/1,1,3,45,92.152
76,2021/6/1,1,3,45,88.117
77,2021/6/1,1,3,45,99.928
78,2021/6/1,1,3,45,99.482
79,2021/6/1,1,3,45,102.349
80,2021/6/1,1,3,45,119.315
81,2021/6/1,1,3,45,45.668
82,2021/6/1,1,3,45,109.136
83,2021/6/1,1,3,45,27.108
84,2021/6/1,1,3,45,51.666
85,2021/6/1,1,3,45,52.964
86,2021/6/1,1,3,45,36.338
87,2021/6/1,1,3,45,69.755
88,2021/6/1,1,3,45,76.879
89,2021/6/1,1,3,45,77.848
90,2021/6/1,1,3,45,4.585
91,2021/6/1,1,3,45,39.514
92,2021/6/1,1,3,45,62.036
93,2021/6/1,1,3,45,11.427
94,2021/6/1,1,3,45,78.312
95,2021/6/1,1,3,45,107.59
96,2021/6/1,1,3,45,72.678
97,2021/6/1,1,3,45,76.227
98,2021/6/1,1,3,45,76.484
99,2021/6/1,1,3,45,80.956
100,2021/6/1,1,3,45,55.155
101,2021/6/1,1,3,45,67.255
102,2021/6/1,1,3,45,83.438
103,2021/6/1,1,3,45,0.473
104,2021/6/1,1,3,45,89.981
105,2021/6/1,1,3,45,110.475
106,2021/6/1,1,3,45,95.597
107,2021/6/1,1,3,45,32.282
0,2021/6/1,1,4,0,93.485
1,2021/6/1,1,4,0,66.643
2,2021/6/1,1,4,0,61.294
3,2021/6/1,1,4,0,103.326
4,2021/6/1,1,4,0,51.937
5,2021/6/1,1,4,0,69.266
6,2021/6/1,1,4,0,64.559
7,2021/6/1,1,4,0,48.089
8,2021/6/1,1,4,0,21.137
9,2021/6/1,1,4,0,35.912
10,2021/6/1,1,4,0,3.189
11,2021/6/1,1,4,0,59.531
12,2021/6/1,1,4,0,79.08
13,2021/6/1,1,4,0,5.762
14,2021/6/1,1,4,0,40.513
15,2021/6/1,1,4,0,79.084
16,2021/6/1,1,4,0,79.182
17,2021/6/1,1,4,0,41.576
18,2021/6/1,1,4,0,56.365
19,2021/6/1,1,4,0,29.574
20,2021/6/1,1,4,0,92.231
21,2021/6/1,1,4,0,101.107
22,2021/6/1,1,4,0,98.433
23,2021/6/1,1,4,0,76.236
24,2021/6/1,1,4,0,31.554
25,2021/6/1,1,4,0,37.846
26,2021/6/1,1,4,0,36.612
27,2021/6/1,1,4,0,58.447
28,2021/6/1,1,4,0,97.921
29,2021/6/1,1,4,0,107.25
30,2021/6/1,1,4,0,80.547
31,2021/6/1,1,4,0,62.591
32,2021/6/1,1,4,0,99.555
33,2021/6/1,1,4,0,99.795
34,2021/6/1,1,4,0,65.569
35,2021/6/1,1,4,0,114.847
36,2021/6/1,1,4,0,99.665
37,2021/6/1,1,4,0,85.37
38,2021/6/1,1,4,0,107.347
39,2021/6/1,1,4,0,119.552
40,2021/6/1,1,4,0,94.733
41,2021/6/1,1,4,0,73.789
42,2021/6/1,1,4,0,72.016
43,2021/6/1,1,4,0,82.401
44,2021/6/1,1,4,0,149.597
45,2021/6/1,1,4,0,107.906
