u,v,key,osmid,oneway,highway,reversed,length,lanes,ref,maxspeed,bridge,name,width,access,junction,tunnel,service,area,fid
715172818,7858689632,0,842385275,1,secondary,False,189.86700000000002,,,,,,,,,,,,8647
715188303,421412323,0,"[761345810, 761345811, 306064100]",1,trunk_link,False,297.87,1,,50,yes,,,,,,,,8648
726268547,726268681,0,58609611,1,residential,False,74.095,,,,,Alameda Futebol Clube de Infesta,,,,,,,8649
726268547,434134929,0,58609614,1,residential,False,135.103,,,,,Rua Futebol Clube de Infesta,,,,,,,8650
726268681,434134930,0,37262396,1,residential,False,30.025,,,,,Travessa Futebol Clube de Infesta,,,,,,,8651
729856253,715052442,0,306064087,1,tertiary,False,44.836,2,,,,Rua da Estrada Velha,,,,,,,8652
729856258,729856265,0,74013766,0,residential,False,10.574,,,,,,,,,,,,8653
729856258,766033565,0,"[74013766, 220134983]",0,residential,True,447.76099999999997,,,,,Rua Doutora Maria Manuela Sá,10,,,,,,8654
729856258,729856253,0,552411888,1,residential,False,297.286,,,,,,,,,,,,8655
729856261,715052390,0,57678054,1,residential,False,121.038,2,,,,Rua da Estrada Velha,,,,,,,8656
729856261,429998799,0,58907071,0,residential,False,222.29000000000002,,,,,Rua da Estrada Velha,,,,,,,8657
729856265,729856258,0,74013766,0,residential,True,10.574,,,,,,,,,,,,8658
729856265,729856258,1,"[552411886, 552411887]",1,residential,False,247.897,,,,,,,,,,,,8659
733883827,733883922,0,"[59175465, 59175466, 59175461]",1,motorway_link,False,470.88100000000003,1,A 28,50,yes,,,,,,,,8660
733883827,733884048,0,59175469,1,motorway_link,False,200.872,,A 28,50,,,,,,,,,8661
733883861,1190297310,0,56211678,1,secondary,False,228.735,,,,,,,,,,,,8662
733883922,112693300,0,"[453955208, 738055101, 738062000]",1,motorway,False,1308.2099999999998,"['4', '3']",A 28,100,,,,,,,,,8663
733883986,733883827,0,738055099,1,motorway_link,False,10.665,,,,,,,,,,,,8664
733883986,269562676,0,95389422,1,secondary,False,135.876,,,,,,,,,,,,8665
733883994,733883861,0,"[738055100, 59175468, 59175462, 59175463]",1,motorway_link,False,370.739,1,A 28,"['50', '40']",yes,,,,,,,,8666
733883994,733883922,0,"[59177801, 738055102]",1,motorway,False,153.507,3,A 28,100,,,,,,,,,8667
733884048,734659818,0,"[738047585, 738047586]",1,motorway,False,156.295,3,A 28,100,,,,,,,,,8668
733884062,733883861,0,59175470,1,motorway_link,False,229.37900000000002,,,,,,,,,,,,8669
733884062,733884048,0,"[738055096, 738047587]",1,motorway,False,228.646,3,A 28,100,,,,,,,,,8670
734659787,733883994,0,"[738055104, 738047588, 738055103]",1,motorway,False,223.634,3,A 28,100,,,,,,,,,8671
734659811,385710553,0,95389445,1,motorway_link,False,44.988,1,,40,,,,,,,,,8672
734659811,734659925,0,738047583,1,motorway_link,False,65.39699999999999,1,,40,,,,,,,,,8673
734659818,734659811,0,59227924,1,motorway_link,False,172.502,1,,40,,,,,,,,,8674
734659830,734659868,0,451121447,1,secondary,False,5.761,1,,40,,,,,,,,,8675
734659830,734659787,0,59227902,1,motorway_link,False,199.48000000000002,1,,90,,,,,,,,,8676
734659868,9985806384,0,451121447,1,secondary,False,21.976,1,,40,,,,,,,,,8677
734659913,734659868,0,59227915,1,motorway_link,False,210.14499999999998,1,,40,,,,,,,,,8678
734659913,734659787,0,"[738047589, 738047590]",1,motorway,False,144.689,2,A 28,100,,,,,,,,,8679
734659925,385710553,0,33731448,0,secondary,False,57.212,,,,,Rua 31 de Janeiro,,,,,,,8680
734659925,385710556,0,33731448,0,secondary,True,104.32,,,,,Rua 31 de Janeiro,,,,,,,8681
734683192,1436604087,0,690832950,0,secondary,True,99.36300000000001,,,,,Rua Joaquim Alves da Silva,,,,,,,8682
734683192,9932374104,0,1083852354,1,secondary,False,30.284000000000002,,,,,Rua Joaquim Alves da Silva,,,,,,,8683
737409653,430284791,0,36997784,1,residential,False,22.061,,,,,Rua da Fonte,,,,,,,8684
737409653,788743470,0,63844517,0,residential,True,140.471,,,,,Rua do Tronco,,,,,,,8685
742656905,3659217325,0,453275807,1,trunk,False,36.094,2,EN 14;EN 13,70,,Via Norte,,,,,,,8686
742656905,3659213721,0,90493442,1,tertiary,False,33.294000000000004,,,,,,,,,,,,8687
747467619,25620516,0,"[8366893, 229194693]",1,residential,False,89.678,,,,,"['Largo de Mompilher', 'Rua da Conceição']",4,,,,,,8688
766033551,429998791,0,36978961,0,residential,False,89.071,,,,,Rua Alberto Saavedra,6,,,,,,8689
766033551,429998770,0,61328571,0,residential,False,80.553,,,,,,10,,,,,,8690
766033551,766033565,0,61328571,0,residential,True,111.545,,,,,,10,,,,,,8691
766033565,766033551,0,61328571,0,residential,False,111.545,,,,,,10,,,,,,8692
766033565,429998783,0,220134983,0,residential,True,55.698,,,,,Rua Doutora Maria Manuela Sá,10,,,,,,8693
766033565,729856258,0,"[74013766, 220134983]",0,residential,False,447.76099999999997,,,,,Rua Doutora Maria Manuela Sá,10,,,,,,8694
766033598,429998783,0,61328572,0,residential,True,82.955,,,,,Travessa Doutora Maria Manuela Sá,4,,,,,,8695
766033601,434134943,0,36978954,0,residential,True,71.439,,,,,Avenida da Pedra Verde,10,,,,,,8696
770622568,770622584,0,61845171,0,secondary,False,12.871,,,,,,,,,,,,8697
770622568,1696330999,0,"[57678059, 57678053, 306064095]",1,tertiary,False,207.154,2,,,yes,Rua da Estrada Velha,,,,,,,8698
770622584,770622568,0,61845171,0,secondary,True,12.871,,,,,,,,,,,,8699
770622584,715052444,0,57678058,1,tertiary,False,207.88799999999998,2,,,,Rua da Estrada Velha,,,,,,,8700
770622584,715172818,0,61845171,0,secondary,False,102.253,,,,,,,,,,,,8701
770622587,1520037988,0,61845172,0,residential,True,100.824,,,,,Rua Dom Frei Diogo de Melo Pereira,,,,,,,8702
770622587,3230561561,0,316872688,0,residential,False,45.566,,,,,Viela Dom Frei Diogo de Melo Pereira,,,,,,,8703
770622587,420772328,0,1016953396,0,residential,False,96.616,,,,,Rua Dom Frei Diogo de Melo Pereira,,,,,,,8704
770666324,770666447,0,61847780,0,residential,False,74.238,,,,,Rua Eça de Queirós,,,,,,,8705
770666324,770666447,1,"[61847768, 297753464, 306503591]",0,residential,"[False, True]",257.378,,,,,"['Rua Ferreira de Castro', 'Rua Almeida Garrett', 'Rua Antero de Quental']",,,,,,,8706
770666324,770666436,0,61847768,0,residential,True,60.349000000000004,,,,,Rua Almeida Garrett,,,,,,,8707
770666325,1520041445,0,256657696,0,residential,True,66.475,,,50,,Rua Júlio Dinis,,,,,,,8708
770666325,1696330994,0,61847774,0,residential,False,252.458,,,,,Rua da Amieira,,,,,,,8709
770666325,1520041914,0,61847774,0,residential,True,117.815,,,,,Rua da Amieira,,,,,,,8710
770666325,770666381,0,297753462,0,residential,False,49.236999999999995,,,,,"Rua da Cooperativa de Habitação ""O Nosso Jardim""",,,,,,,8711
770666333,1640579629,0,138624838,0,residential,True,84.401,,,,,Travessa do Calvário,,,,,,,8712
770666333,770666363,0,306503594,0,residential,False,106.142,,,,,Rua do Calvário,,,,,,,8713
770666333,1520040654,0,306503594,0,residential,True,100.755,,,,,Rua do Calvário,,,,,,,8714
770666334,770666473,0,61847778,0,residential,False,172.507,,,,,Rua de Nossa Senhora da Saúde,,,,,,,8715
770666334,770666465,0,310712559,0,secondary,False,78.204,,,,,Rua de Santana,,,,,,,8716
770666334,292783564,0,310715228,0,secondary,True,222.734,,,,,Rua de Catassol,,,,,,,8717
770666353,1640579673,0,151481170,0,secondary_link,True,8.449,,,,,,,,,,,,8718
770666353,770666379,0,212397876,1,secondary,False,69.87,2,,,,Avenida Doutor Germano Vieira,,,,,,,8719
770666359,770666411,0,306503594,0,residential,False,100.131,,,,,Rua do Calvário,,,,,,,8720
770666359,770666363,0,306503594,0,residential,True,36.539,,,,,Rua do Calvário,,,,,,,8721
770666359,2401586263,0,306503595,0,residential,False,108.82500000000002,,,,,Travessa do Rosal,,,,,,,8722
770666363,4541595124,0,61847777,0,residential,True,132.978,,,,,Avenida do Rosal,,,,,,,8723
770666363,770666359,0,306503594,0,residential,False,36.539,,,,,Rua do Calvário,,,,,,,8724
770666363,770666333,0,306503594,0,residential,True,106.142,,,,,Rua do Calvário,,,,,,,8725
770666379,1640579573,0,1019391556,0,residential,False,9.578,,,,,Rua Dona Maria Ferreira da Cruz,,,,,,,8726
770666379,1391644605,0,151235489,1,secondary,False,77.07600000000001,2,,,,Avenida Doutor Germano Vieira,,,,,,,8727
770666379,1520041110,0,212397872,0,residential,True,96.637,,,,,Rua Dona Maria Ferreira da Cruz,,,,,,,8728
770666381,1520042126,0,"[306586402, 138624983]",0,residential,False,220.382,,,,,"['Vereda Nossa Senhora do Porto', 'Rua Emília Ferreira Pinto']",,,,,,,8729
770666381,1520041474,0,297753462,0,residential,False,58.817,,,,,"Rua da Cooperativa de Habitação ""O Nosso Jardim""",,,,,,,8730
770666381,770666325,0,297753462,0,residential,True,49.236999999999995,,,,,"Rua da Cooperativa de Habitação ""O Nosso Jardim""",,,,,,,8731
770666393,1520041847,0,138624941,0,residential,True,60.306,,,,,Rua São Faustino de Gueifães,,,,,,,8732
770666393,1520041761,0,297753462,0,residential,True,49.585,,,,,"Rua da Cooperativa de Habitação ""O Nosso Jardim""",,,,,,,8733
770666393,1520041916,0,138624941,0,residential,False,12.082999999999998,,,,,Rua São Faustino de Gueifães,,,,,,,8734
770666398,1642971056,0,212397876,1,secondary,False,24.323,2,,,,Avenida Doutor Germano Vieira,,,,,,,8735
770666398,1642971070,0,151481173,1,tertiary,False,35.3,,,,,Rua Luís da Silva Neves,,,,,,,8736
770666408,3115497532,0,61847773,0,residential,False,29.658,,,,,Rua Padre António Soares Monteiro,,,,,,,8737
770666408,1520041761,0,297753462,0,residential,False,34.641,,,,,"Rua da Cooperativa de Habitação ""O Nosso Jardim""",,,,,,,8738
770666408,1520041474,0,297753462,0,residential,True,101.649,,,,,"Rua da Cooperativa de Habitação ""O Nosso Jardim""",,,,,,,8739
770666410,770666465,0,61847781,0,residential,False,242.90599999999998,,,,,Travessa de Santana,,,,,,,8740
770666410,770666462,0,61847781,0,residential,True,41.141000000000005,,,,,Travessa de Santana,,,,,,,8741
770666410,1520366676,0,"[464777266, 138657351]",0,unclassified,False,375.211,,,,,,,,,,,,8742
770666411,1640560627,0,151235488,1,secondary,False,21.793,2,,,,Rua Luís da Silva Neves,,,,,,,8743
770666411,770666359,0,306503594,0,residential,True,100.131,,,,,Rua do Calvário,,,,,,,8744
770666426,770666490,0,151481164,0,residential,False,150.599,,,,,Rua Doutor António José de Almeida,,,,,,,8745
770666426,770666460,0,61847773,0,residential,True,147.892,,,,,Rua Padre António Soares Monteiro,,,,,,,8746
770666436,770666324,0,61847768,0,residential,False,60.349000000000004,,,,,Rua Almeida Garrett,,,,,,,8747
770666436,1520041445,0,"[61847768, 256657696]",0,residential,"[False, True]",113.191,,,50,,"['Rua Júlio Dinis', 'Rua Almeida Garrett']",,,,,,,8748
770666436,292783564,0,61847782,0,residential,True,88.559,,,,,Rua António Aleixo,,,,,,,8749
770666447,770666324,0,61847780,0,residential,True,74.238,,,,,Rua Eça de Queirós,,,,,,,8750
770666447,770666324,1,"[297753464, 61847768, 306503591]",0,residential,"[False, True]",257.37800000000004,,,,,"['Rua Ferreira de Castro', 'Rua Almeida Garrett', 'Rua Antero de Quental']",,,,,,,8751
770666447,1520041445,0,297753464,0,residential,True,95.952,,,,,Rua Ferreira de Castro,,,,,,,8752
770666460,1520041366,0,297753463,0,residential,False,98.511,,,,,Rua de Major Oliva Teles,,,,,,,8753
770666460,770666426,0,61847773,0,residential,False,147.892,,,,,Rua Padre António Soares Monteiro,,,,,,,8754
770666460,1520041356,0,61847773,0,residential,True,58.946,,,,,Rua Padre António Soares Monteiro,,,,,,,8755
770666462,770666492,0,61847775,0,unclassified,False,228.18200000000002,,,,,Rua do Santeiro,,,,,,,8756
770666462,1520039678,0,61847775,0,unclassified,True,230.158,,,,,Rua do Santeiro,,,,,,,8757
770666462,770666410,0,61847781,0,residential,False,41.141,,,,,Travessa de Santana,,,,,,,8758
770666465,292783576,0,310712559,0,secondary,False,6.375,,,,,Rua de Santana,,,,,,,8759
770666465,770666410,0,61847781,0,residential,True,242.906,,,,,Travessa de Santana,,,,,,,8760
770666465,770666334,0,310712559,0,secondary,True,78.204,,,,,Rua de Santana,,,,,,,8761
770666473,4541595127,0,61847777,0,residential,False,51.099,,,,,Avenida do Rosal,,,,,,,8762
770666473,1696330994,0,61847778,0,residential,False,67.79,,,,,Rua de Nossa Senhora da Saúde,,,,,,,8763
770666473,770666334,0,61847778,0,residential,True,172.507,,,,,Rua de Nossa Senhora da Saúde,,,,,,,8764
770666489,1696330994,0,61847778,0,residential,True,101.25,,,,,Rua de Nossa Senhora da Saúde,,,,,,,8765
770666489,1520040764,0,306503593,0,residential,False,101.767,,,,,Rua de Muniche,,,,,,,8766
770666489,1520040654,0,306503594,0,residential,False,93.39699999999999,,,,,Rua do Calvário,,,,,,,8767
770666489,770666490,0,306586401,0,residential,True,194.14299999999997,,,,,Rua Doutor António José de Almeida,,,,,,,8768
770666490,770666426,0,151481164,0,residential,True,150.599,,,,,Rua Doutor António José de Almeida,,,,,,,8769
770666490,770666489,0,306586401,0,residential,False,194.14300000000003,,,,,Rua Doutor António José de Almeida,,,,,,,8770
770666490,3115497122,0,306586405,0,residential,False,77.855,,,,,Travessa de Muniche,,,,,,,8771
770666490,1640579610,0,"[61847769, 306586405]",0,residential,"[False, True]",165.087,,,,,Travessa de Muniche,,,,,,,8772
770666492,770666462,0,61847775,0,unclassified,True,228.182,,,,,Rua do Santeiro,,,,,,,8773
773790349,1837851159,0,"[62075488, 1009285810, 1010030163]",1,secondary,False,45.666,2,,,,Avenida Calouste Gulbenkian,,,roundabout,yes,,,8774
773790350,4179753868,0,172956487,1,tertiary,False,45.975,2,,,,Rua de João Mendonça,,,,,,,8775
773790350,2299078052,0,"[465485969, 465485970, 665477055]",0,tertiary,True,62.49100000000001,3,,,,Rua de João Mendonça,,,,building_passage,,,8776
773982487,299598676,0,667433348,1,secondary,False,51.015,,,,,Rua de Costa Cabral,,,,,,,8777
773982487,773982497,0,62087622,1,living_street,False,143.323,,,,,Travessa das Barrocas,3,,,,,,8778
773982490,297369744,0,"[27291456, 453839346]",0,residential,False,131.906,,,,,"['Largo da Cruz', 'Rua Diogo Cão']",,,,,,,8779
773982493,1387283703,0,1083175719,0,secondary,False,13.93,,,,,Rua da Alegria,,,,,,,8780
773982493,411842524,0,27292882,0,secondary,True,117.49499999999999,,,,,Rua da Alegria,,,,,,,8781
773982493,299611055,0,434878391,1,secondary,False,100.324,,,,,Avenida dos Combatentes da Grande Guerra,,,,,,,8782
773982497,297369740,0,450904363,1,residential,False,5.541,,,,,Rua Doutor Júlio de Matos,,,,,,,8783
773982497,297369729,0,62087613,0,residential,True,58.241,,,,,Rua Doutor Júlio de Matos,,,,,,,8784
773982499,297369732,0,62087616,0,residential,False,63.527,,,,,Travessa da Cruz,2,,,,,,8785
773982499,299597866,0,453839344,1,residential,False,82.95400000000001,,,,,Rua da Cruz,,,,,,,8786
777426087,3814788659,0,62252013,1,residential,False,169.039,,,,,Rua Doutor José da Silva Passos,,,,,,,8787
777426087,3814788673,0,62252016,0,residential,True,21.176,,,,,Rua Doutor José da Silva Passos,,,,,,,8788
777426087,777426094,0,62252021,0,residential,False,59.289,,,,,Rua do Tourão,,,,,,,8789
777426094,777426087,0,62252021,0,residential,True,59.289,,,,,Rua do Tourão,,,,,,,8790
777426097,5585575805,0,8876117,0,primary,False,46.284,2,EN 208,40,,Rua de Sendim,,,,,,,8791
777426097,87020476,0,49895469,1,primary,False,63.91100000000001,,,,,Rua de Sendim,,,,,,,8792
777426099,5585575799,0,10309606,0,tertiary,False,358.49399999999997,,,,,Avenida Joaquim Neves dos Santos,,,,,,,8793
777426099,87057062,0,10309606,0,tertiary,True,9.78,,,,,Avenida Joaquim Neves dos Santos,,,,,,,8794
777426099,3814788673,0,62252016,0,residential,False,9.914,,,,,Rua Doutor José da Silva Passos,,,,,,,8795
777426102,1725591337,0,62252018,1,primary,False,26.341,,,,,Rua de Sendim,,,,,,,8796
777426102,64661180,0,"[172956378, 62252022]",0,primary,False,62.869,,,,yes,Rua de Sendim,,,,,,,8797
777432217,263571971,0,568917479,1,motorway_link,False,63.41,1,,,,,,,,,,,8798
784475024,1223751626,0,450475039,1,residential,False,47.57900000000001,,,,,Rua Henrique de Sousa Reis,,,,,,,8799
784475024,2185792256,0,667439829,0,residential,True,327.90799999999996,,,,,Rua Dom Frei Vicente da Soledade e Castro,,,,,,,8800
784545891,126543210,0,13712407,1,motorway_link,False,55.352000000000004,,,,,,,,,,,,8801
784545891,26016441,0,"[597084097, 479178723]",1,motorway,False,300.866,3,IC 23,80,,Via de Cintura Interna,,,,,,,8802
784545910,111428003,0,1010329173,1,primary,False,22.839,3,EN 12,,,Praça Gonçalves Zarco,,,roundabout,,,,8803
787318148,25507582,0,"[497150665, 497150666]",1,motorway,False,116.24799999999999,5,IP 1,80,,Via de Cintura Interna,,,,,,,8804
787318149,787318152,0,"[63634696, 835324653]",1,motorway_link,False,180.77499999999998,1,,50,yes,,,,,,,,8805
787318149,414952136,0,"[35384499, 35446605, 508107814]",1,motorway,False,534.8430000000001,4,A20,80,viaduct,Via de Cintura Interna,,,,,,,8806
787318152,414134077,0,1070035546,1,secondary_link,False,14.599,3,,,,,,,roundabout,,,,8807
788743470,737409653,0,63844517,0,residential,False,140.471,,,,,Rua do Tronco,,,,,,,8808
788743470,430284801,0,63844517,0,residential,True,103.114,,,,,Rua do Tronco,,,,,,,8809
788743470,5063154971,0,519185531,0,residential,False,80.91799999999999,,,,,,,,,,,,8810
788743478,788743536,0,63844502,0,residential,True,23.075,,,,,Travessa da Fontinha,2,,,,,,8811
788743536,788743478,0,63844502,0,residential,False,23.075,,,,,Travessa da Fontinha,2,,,,,,8812
788743536,430284793,0,63844513,0,residential,True,11.826,,,,,Rua do Tronco,,,,,,,8813
788743536,430284801,0,63844513,0,residential,False,111.47399999999999,,,,,Rua do Tronco,,,,,,,8814
788743559,430284842,0,36997788,0,residential,False,8.619,,,,,Rua da Fonte,,,,,,,8815
788743559,430284792,0,36997788,0,residential,True,50.092999999999996,,,,,Rua da Fonte,,,,,,,8816
789686042,4478164687,0,450918013,0,residential,True,47.601,,,,,Rua do Melro,,,,,,,8817
789686042,444030230,0,37856970,0,residential,True,101.761,,,,,Rua Particular Diamantina,,,,,,,8818
789686042,112617114,0,547710772,0,residential,False,84.019,,,,,Rua do Melro,,,,,,,8819
789692760,3570149423,0,37856969,0,residential,True,96.509,,,,,Rua João Corregedor da Fonseca,,,,,,,8820
789692760,789830274,0,161123922,0,tertiary,False,42.584,2,,,,Travessa Nova de Currais,,,,,,,8821
789692760,789695386,0,161123922,0,tertiary,True,137.191,2,,,,Travessa Nova de Currais,,,,,,,8822
789695249,789695374,0,63995334,1,residential,False,88.445,1,EN 12,,,Travessa Nova de Currais,,,,,,,8823
789695249,112617118,0,351525651,1,primary,False,166.413,1,EN 12,,,Estrada Interior da Circunvalação,,,,,,,8824
789695374,1731170858,0,161124078,1,residential,False,29.388,1,,,,Travessa Nova de Currais,,,,,,,8825
789695374,1731170856,0,233784773,1,residential,False,22.672,1,,,,Travessa Nova de Currais,,,,,,,8826
789695386,789692760,0,161123922,0,tertiary,False,137.191,2,,,,Travessa Nova de Currais,,,,,,,8827
789695386,1731170858,0,161124252,0,tertiary,False,42.856,,,,,Travessa Nova de Currais,,,,,,,8828
789704927,789704963,0,63997644,1,tertiary,False,20.299999999999997,,,,,,,,roundabout,,,,8829
789704927,789711116,0,441677227,0,residential,False,90.292,,,,,Rua do Doutor Lopo de Carvalho,,,,,,,8830
789704963,789830291,0,63997644,1,tertiary,False,20.296000000000003,,,,,,,,roundabout,,,,8831
789704963,7150276535,0,452139650,0,tertiary,True,283.649,,,,,Rua Doutor Corino de Andrade,,,,,,,8832
789709529,447918300,0,536714332,1,residential,False,78.323,,,,,Rua do Doutor Lopo de Carvalho,,,,,,,8833
789709529,299580145,0,536714330,0,residential,False,23.967,,,,,Rua de Santa Justa,,,,,,,8834
789711113,789711116,0,441677227,0,residential,True,25.143,,,,,Rua do Doutor Lopo de Carvalho,,,,,,,8835
789711113,444030247,0,441677227,0,residential,False,182.86599999999999,,,,,Rua do Doutor Lopo de Carvalho,,,,,,,8836
789711116,789711113,0,441677227,0,residential,False,25.143,,,,,Rua do Doutor Lopo de Carvalho,,,,,,,8837
789711116,444030234,0,161123917,1,residential,False,34.993,1,,,,Travessa Diamantina,,,,,,,8838
