u,v,key,osmid,bridge,oneway,lanes,name,highway,reversed,length,ref,width,tunnel,access,maxspeed,junction,fid
276556859,1492609349,0,136004881,yes,True,4,人民南路四段,primary,False,75.78,,,,,,,0
276556859,9243379223,0,"[136011448, 136011380, 136011447]",yes,True,,人南立交,primary_link,False,383.66299999999995,,,,,,,1
276556860,7618649237,0,"[136004891, 136004881, 136004883]",yes,True,4,人民南路四段,primary,False,585.546,,,,,,,2
276558480,5619295514,0,136004880,yes,True,4,人民南路四段,primary,False,77.542,,,,,,,3
276558480,276558491,0,"[1001436539, 1001436532, 136008069]",yes,True,,人南立交,primary_link,False,222.834,,,,,,,4
276558491,1492613140,0,"[136007012, 458883924, 476637845]",yes,True,2,人南立交,secondary,False,293.962,,,,,,,5
276558558,314623102,0,28620970,,False,,广福路,tertiary,False,170.439,,,,,,,6
276558558,7882344907,0,844885539,,True,,,secondary,False,48.652,,,,,,,7
276558558,4222812826,0,163960677,,True,3,武侯大道双楠段,primary,False,447.089,,,,,,,8
288416369,5680666405,0,596242945,,False,,,unclassified,True,9.384,,,,,,,9
288416369,4444112371,0,642809739,,False,,,unclassified,False,19.753,,,,,,,10
288416369,4750956524,0,"[755365721, 136648666, 642809743]",yes,True,3,蓉都大道,primary,False,206.85,,,,,,,11
288416374,1815728532,0,28623889,,False,,,unclassified,True,20.517,,,,,,,12
288416374,3541376393,0,137133120,,True,,昭觉寺南路,primary,False,143.316,,,,,,,13
288416374,314655436,0,28623889,,False,,,unclassified,False,173.857,,,,,,,14
288416379,8722369259,0,184296328,,False,,平福巷,tertiary,False,15.245,,,,,,,15
288416379,1159231411,0,184255152,,True,3,解放路一段,primary,False,277.305,,,,,,,16
288416380,5213252919,0,132627766,,True,,一环路北四段,primary,False,19.325,,,,,,,17
288416380,1159230080,0,218383552,,True,3,解放路二段,primary,False,446.41,,,,,,,18
288416386,6224263520,0,458891632,,True,4,人民北路,primary,False,6.633,,,,,,,19
288416386,6224262558,0,409988943,,True,,武都路,secondary,False,668.1809999999999,,,,,,,20
288416399,3541389073,0,99811403,,False,,金琴路,tertiary,False,127.531,,,,,,,21
288416399,6557674599,0,99811403,,False,,金琴路,tertiary,True,8.343,,,,,,,22
288416399,1159445869,0,267216225,,True,3,抚琴西路,secondary,False,247.072,羊西线,,,,,,23
314614019,4550674931,0,28620362,,True,,高朋大道,secondary,False,14.821,,,,,,,24
314614019,7955374171,0,28620365,,True,,中环路科园大道段,primary,False,340.601,,,,,,,25
314614086,9718066870,0,28620365,,True,,中环路科园大道段,primary,False,288.106,,,,,,,26
314614086,4779165745,0,430205426,,False,,高朋东路,tertiary,False,71.305,,,,,,,27
314614086,4550018795,0,430205426,,False,,高朋东路,tertiary,True,7.428,,,,,,,28
314614148,5789409044,0,430205425,,True,3,中环路紫瑞大道段,primary,False,81.827,,,,,,,29
314614148,4550018755,0,507865283,,True,,,primary,False,84.636,,,,,,,30
314614157,314614148,0,430205425,,True,3,中环路紫瑞大道段,primary,False,193.291,,,,,,,31
314614336,3028924422,0,351972808,,False,,洗面桥东一街,tertiary,False,10.742,,,,,,,32
314614336,5628750457,0,576684242,,True,2,洗面桥街,primary,False,240.543,,,,,,,33
314614336,3158040415,0,351972813,,False,,洗面桥横街,tertiary,True,159.632,,,,,,,34
314614358,5213238452,0,589463597,,True,2,高新大道永丰路,primary,False,9.663,,,,,,,35
314614358,432429414,0,30597095,,True,2,双元街,secondary,False,384.99199999999996,,20,,,,,36
314614375,4294771686,0,249388318,,False,,九兴大道,secondary,True,235.174,,,,,,,37
314614375,4779165748,0,422250154,,True,,,secondary,False,380.5,,,,,,,38
314622896,4230839437,0,28620974,,True,4,新光华街,primary,False,15.852,,,,,,,39
314622896,3681180644,0,28620975,,True,4,顺城大街,primary,False,175.995,,,,,,,40
314622903,4548259606,0,487456463,,False,,菊乐路,tertiary,True,11.873,,,,,,,41
314622903,4225497272,0,28620963,,False,,银杏路,residential,False,465.124,,,,,,,42
314622903,4548259506,0,363921393,,True,3,一环路西一段,primary,False,614.849,,,,,,,43
314622918,4548211425,0,28620960,,True,3,东城根南街,primary,False,14.765,,,,,,,44
314622918,672287905,0,458891646,,True,3,蜀都大道少城路,primary,False,499.04400000000004,,,,,,,45
314622924,1312615996,0,37129291,,True,2,通祠路,secondary,False,56.539,,,,,,,46
314622924,3089075664,0,116428418,,False,,染靛街,unclassified,False,61.897,,,,,,,47
314622924,4550018852,0,589463659,,False,,倒桑树街,residential,True,11.08,,,,,,,48
314622931,5336411862,0,561000357,,True,4,武侯祠大街,secondary,False,15.777,,25,,,,,49
314622931,5851008440,0,422821895,,True,,武侯祠大街,secondary,False,451.374,,,,,,,50
314622958,3523298663,0,28620961,,False,,武侯祠横街,tertiary,False,231.921,,,,,,,51
314622958,5628752323,0,28620961,,False,,武侯祠横街,tertiary,True,130.33,,,,,,,52
314622958,3158040415,0,351972813,,False,,洗面桥横街,tertiary,False,575.119,,,,,,,53
314622958,5628752367,0,844894029,,False,,武侯祠东街,tertiary,True,249.10699999999997,,,,,,,54
314622964,4794975945,0,115625972,,True,4,人民南路三段,primary,False,698.785,,,,,,,55
314622964,1445484328,0,116428904,,True,,小天竺街,secondary,False,11.587,,,,,,,56
314622970,314635456,0,116428405,,True,3,高升桥路,primary,False,333.6,,,,,,,57
314622970,314635465,0,28620972,,False,,七道堰街,unclassified,True,162.249,,,,,,,58
314622978,3680455700,0,363926386,,False,,,residential,True,654.8900000000001,,,,,,,59
314622978,7947037233,0,430199128,,True,4,龙腾西路,secondary_link,False,198.082,,,,,,,60
314622992,8752929269,0,"[752992386, 430227750]",yes,True,2,晋阳路,primary,False,120.35499999999999,,,,,,,61
314623056,2135946726,0,203584985,,True,,,trunk_link,False,49.097,,,,,,,62
314623056,2135946728,0,406670786,,True,3,三环路,trunk,False,521.946,,,,,,,63
314623088,3562004398,0,37129403,,True,3,大石西路,primary,False,48.179,,,,,,,64
314623088,4548259588,0,552545421,,False,,大石南路,tertiary,True,13.573,,,,,,,65
314623097,3693431549,0,552545421,,False,,大石南路,tertiary,False,72.264,,,,,,,66
314623097,5628752508,0,552545422,,False,,燃灯寺东街,tertiary,False,350.026,,,,,,,67
314623097,314623106,0,552768867,,False,,大石南路,unclassified,True,138.009,,,,,,,68
314623097,3562099594,0,487456458,,False,,燃灯寺路,tertiary,True,178.78,,,,,,,69
314623099,441259690,0,28620971,,False,,,tertiary,False,217.177,,,,,,,70
314623099,1756176880,0,116428405,,True,3,高升桥路,primary,False,172.066,,,,,,,71
314623102,441265746,0,28620970,,False,,广福路,tertiary,False,185.31,,,,,,,72
314623102,276558558,0,28620970,,False,,广福路,tertiary,True,170.439,,,,,,,73
314623102,441259690,0,28620971,,False,,,tertiary,True,369.35,,,,,,,74
314623102,3680099794,0,37637678,,False,,,tertiary,False,215.218,,,,,,,75
314623106,314635465,0,28620972,,False,,七道堰街,unclassified,False,158.998,,,,,,,76
314623106,5628752492,0,28620972,,False,,七道堰街,unclassified,True,345.476,,,,,,,77
314623106,314623097,0,552768867,,False,,大石南路,unclassified,False,138.009,,,,,,,78
314623112,3562099602,0,487456463,,False,,菊乐路,tertiary,True,175.69,,,,,,,79
314623112,5530492054,0,552545421,,False,,大石南路,tertiary,False,241.771,,,,,,,80
314623112,3693431549,0,552545421,,False,,大石南路,tertiary,True,175.773,,,,,,,81
314623112,4548259606,0,487456463,,False,,菊乐路,tertiary,False,371.738,,,,,,,82
314623117,3562099602,0,487456463,,False,,菊乐路,tertiary,False,76.263,,,,,,,83
314623117,5514125501,0,487456463,,False,,菊乐路,tertiary,True,123.788,,,,,,,84
314623117,5530492053,0,576684231,,False,,百花南街,residential,True,146.573,,,,,,,85
314623138,5436607838,0,115625972,,True,4,人民南路三段,primary,False,145.075,,,,,,,86
314623138,5478294507,0,351972805,,False,,金陵横街,tertiary,True,13.195,,,,,,,87
314623148,1445475726,0,28620366,,False,,盐道街,unclassified,False,10.523,,,,,,,88
314623148,1445526137,0,135980035,,True,4,人民南路二段,primary,False,184.559,,,,,,,89
314623160,1305816712,0,28620976,,True,,西玉龙街,secondary,False,172.483,,,,,,,90
314623160,5602701336,0,576653470,,True,4,顺城大街,primary,False,11.276,,,,,,,91
314635435,5213238375,0,28621527,,False,,高升桥东路,tertiary,False,265.362,,,,,,,92
314635435,2333175598,0,611514040,,True,,,primary,False,205.317,,,,,,,93
314635437,337539262,0,28621527,,False,,高升桥东路,tertiary,False,234.169,,,,,,,94
314635437,432429416,0,28621527,,False,,高升桥东路,tertiary,True,185.593,,,,,,,95
314635437,432429412,0,669665042,,False,,高升桥南街,unclassified,False,341.63,,,,,,,96
314635437,314655429,0,669665042,,False,,高升桥南街,unclassified,True,480.17600000000004,,,,,,,97
314635450,432429416,0,28621527,,False,,高升桥东路,tertiary,False,177.202,,,,,,,98
314635450,5213238375,0,28621527,,False,,高升桥东路,tertiary,True,6.887,,,,,,,99
314635450,432429420,0,30597095,,True,2,双元街,secondary,False,242.754,,20,,,,,100
314635456,5213238327,0,116428405,,True,3,高升桥路,primary,False,5.615,,,,,,,101
314635456,3087817462,0,30597095,,True,2,双元街,secondary,False,145.03,,20,,,,,102
314635462,5530492048,0,28621529,,False,,广福桥正街,unclassified,True,5.661,,,,,,,103
314635462,4799100434,0,30597095,,True,2,双元街,secondary,False,274.287,,20,,,,,104
314635462,314635465,0,28621529,,False,,广福桥正街,unclassified,False,320.753,,,,,,,105
314635465,314623106,0,28620972,,False,,七道堰街,unclassified,True,158.998,,,,,,,106
314635465,314622970,0,28620972,,False,,七道堰街,unclassified,False,162.249,,,,,,,107
314635465,314635462,0,28621529,,False,,广福桥正街,unclassified,True,320.753,,,,,,,108
314635476,314655429,0,28623885,,False,,高升桥北街,tertiary,False,268.666,,,,,,,109
314635476,8504760873,0,1039094998,,False,,,residential,True,8.677,,,,,,,110
314635476,4548209380,0,30597095,,True,2,双元街,secondary,False,174.414,,20,,,,,111
314635488,1159149010,0,53114535,,True,,东大街上东大街段,primary,False,107.219,,,,,,,112
314635488,5530209210,0,"[115625985, 115625988]",,False,,"['青石桥南街', '署袜中街']",residential,True,281.68,,,,,,,113
314635491,3523314177,0,28621533,,False,,芳草东街,secondary,False,150.161,,,,,,,114
314635491,432452986,0,37132266,,False,,倪家桥路,secondary,False,209.36,,,,,,,115
314635491,3523298662,0,37127680,,True,,玉林中路,secondary,False,302.125,,,,,,,116
314635497,7946500045,0,589463597,,True,2,高新大道永丰路,primary,False,10.664,,,,,,,117
314635503,5488926411,0,"[422253352, 422073425, 422253355]",,True,2,浆洗街,primary,False,879.107,,,yes,,,,118
314635512,314635503,0,621865086,,True,,,secondary_link,False,25.812,,,,,,,119
314635512,4779165737,0,28621534,,True,,,secondary,False,275.835,,,,,,,120
314654830,314655016,0,422059627,yes,True,2,浆洗街,primary,False,90.269,,,,,,,121
314654830,4217837223,0,222770437,yes,True,,,primary_link,False,227.07500000000002,,,,,,,122
314655016,4217837172,0,422059627,yes,True,2,浆洗街,primary,False,45.468,,,,,,,123
314655017,314655039,0,28623856,yes,True,,,primary_link,False,170.12700000000004,,,,,,,124
314655017,4217837238,0,476507479,yes,True,2,,primary,False,85.535,,,,,,,125
314655039,2317059615,0,"[611514024, 611514066, 611514075]",yes,True,,,primary,False,136.566,,,,,,,126
314655092,5789411057,0,438498065,,False,,紫荆西路,tertiary,False,9.658,,,,,,,127
314655092,1916386526,0,438498065,,False,,紫荆西路,tertiary,True,163.262,,,,,,,128
314655092,4972899551,0,126463205,,True,2,神仙树南路,secondary,False,149.715,,,,yes,,,129
314655153,2135938618,0,476505121,,True,,,secondary,False,61.498,,,,,,,130
314655153,5502941614,0,430205431,,True,,,secondary,False,299.472,,,,,60,,131
314655170,1159176882,0,28621533,,False,,芳草东街,secondary,True,189.373,,,,,,,132
314655170,2729395902,0,126463204,,True,,芳草街,tertiary,False,225.209,,,,yes,,,133
314655170,3523298668,0,265833077,,True,,芳草西二街,secondary,False,204.921,,,,,,,134
314655429,314635476,0,28623885,,False,,高升桥北街,tertiary,True,268.666,,,,,,,135
314655429,337539262,0,28623885,,False,,高升桥北街,tertiary,False,420.103,,,,,,,136
314655429,314635437,0,669665042,,False,,高升桥南街,unclassified,False,480.17600000000004,,,,,,,137
314655429,4548211324,0,669665042,,False,,高升桥南街,unclassified,True,358.12399999999997,,,,,,,138
314655436,288416374,0,28623889,,False,,,unclassified,True,173.85699999999997,,,,,,,139
318083025,5488540986,0,937284389,,True,,清江中路,primary,False,26.279,,,,,,,140
318083025,1159941201,0,511368051,,True,2,二环路,primary,False,327.235,,,,,,,141
318083027,2441172212,0,37130859,,False,,双清南路,tertiary,True,26.651,,,,,,,142
318083027,4773199373,0,484570903,,False,,,residential,False,82.31,,,,,,,143
318083027,9494930595,0,937284389,,True,,清江中路,primary,False,139.433,,,,,,,144
318083034,1815855080,0,170446480,yes,True,2,日月大道,trunk,False,169.943,,,,,,,145
318090571,5367321385,0,28933695,,False,,瑞南街,residential,False,11.02,,,,,,,146
318090571,5211350155,0,28933695,,False,,瑞南街,residential,True,162.706,,,,,,,147
318090571,3087817512,0,28933696,,True,,东坡路,secondary,False,240.10199999999998,,,,,,,148
318090585,318090605,0,350451571,,False,,清风街,tertiary,False,853.5029999999999,,,,,,,149
318090585,1500780822,0,430199127,,True,3,中环路青羊大道段,secondary_link,False,246.907,,,,,,,150
318090605,318090606,0,350451571,,False,,清风街,tertiary,False,60.256,,,,,,,151
318090605,318090585,0,350451571,,False,,清风街,tertiary,True,853.5029999999999,,,,,,,152
318090605,1500780814,0,350455653,,False,,,residential,False,267.444,,,,,,,153
318090606,318090605,0,350451571,,False,,清风街,tertiary,True,60.256,,,,,,,154
318090606,3087817485,0,304247772,,False,,家园南街,tertiary,True,484.716,,,,,40,,155
318090606,5002301679,0,350451571,,False,,清风街,tertiary,False,558.465,,,,,,,156
337539008,8451427107,0,584724040,,True,3,佳灵路,primary,False,10.564,,,,,,,157
337539008,3087817474,0,304247763,,True,,红牌楼路,tertiary,False,274.534,,,,,,,158
337539093,1916386448,0,430205424,,True,3,中环路武阳大道段,primary,False,285.346,,,,,,,159
337539093,4550018655,0,459085971,,True,3,佳灵路,primary,False,18.491,,,,,,,160
337539164,7622274323,0,249388315,,False,,丽都路,secondary,False,53.661,,,,,,,161
337539164,337539180,0,249388315,,False,,丽都路,secondary,True,182.55,,,,,,,162
337539164,2559969438,0,249388325,,False,,长城东三路,residential,True,157.129,,,,,,,163
337539180,4782067638,0,37130745,,False,,长益路,secondary,False,165.489,,,,,,,164
337539180,337539164,0,249388315,,False,,丽都路,secondary,False,182.55,,,,,,,165
337539180,2559969433,0,249388315,,False,,丽都路,secondary,True,128.958,,,,,,,166
337539180,4779165755,0,249388318,,False,,九兴大道,secondary,False,105.618,,,,,,,167
337539216,4550701195,0,28620362,,True,,高朋大道,secondary,False,116.162,,,,,,,168
337539216,9718066866,0,249388318,,False,,九兴大道,secondary,False,11.701,,,,,,,169
337539216,7955374168,0,249388318,,False,,九兴大道,secondary,True,337.797,,,,,,,170
337539262,3582961924,0,28621527,,False,,高升桥东路,tertiary,False,123.177,,,,,,,171
337539262,314635437,0,28621527,,False,,高升桥东路,tertiary,True,234.169,,,,,,,172
337539262,314655429,0,28623885,,False,,高升桥北街,tertiary,True,420.103,,,,,,,173
337539380,2726978412,0,267228243,,True,3,中环路火车南站西路段,primary,False,37.108,,,,,,,174
337539380,4219549257,0,267227865,,True,,中环路火车南站西路段,primary,False,653.3489999999999,,,,,,,175
337539435,5141326920,0,267227865,,True,,中环路火车南站西路段,primary,False,60.083,,,,,,,176
337539435,1493202760,0,422234292,,True,,益州大道北段,primary,False,32.189,,,,,,,177
337539452,4219549253,0,844899507,,True,,盛和二路,secondary,False,9.482,,,,,,,178
337539452,3273724124,0,378132224,,True,,益州大道北段,primary,False,246.784,,,,,,,179
337539496,4550674917,0,232797678,,True,2,天府大道,tertiary,False,13.34,,,,,,,180
337539496,337539736,0,987870880,,True,,盛和一路,secondary,False,367.484,,,,,,,181
337539525,1916401152,0,116428903,,True,,天仁路,secondary,False,191.686,,,,,,,182
337539525,4550674950,0,166091801,,False,,天和路,tertiary_link,True,11.253,Tianhe Road,,,,,,183
337539525,4692270167,0,181190800,,False,,天和路,tertiary,False,173.47699999999998,,,,,,,184
337539543,1916386430,0,116428903,,True,,天仁路,secondary,False,113.686,,,,,,,185
337539543,4550674954,0,643485614,,True,,,secondary_link,False,10.953,,,,,,,186
337539736,4550674769,0,987870880,,True,,盛和一路,secondary,False,9.603,,,,,,,187
337539736,4699359038,0,839310759,,True,,都会路,unclassified,False,257.783,,,,,,,188
338246744,4548259534,0,37129403,,True,3,大石西路,primary,False,12.464,,,,,,,189
338246961,7482999057,0,"[136069932, 780889269]",yes,True,,火车南站立交,motorway_link,False,485.871,,,,,60,,190
338246961,5619295506,0,136071668,yes,True,2,火车南站立交,motorway_link,False,253.01399999999998,,,,,,,191
338247006,4701464323,0,458751773,,True,3,中环路火车南站东路段,primary,False,51.077,,,,,,,192
338247006,338247023,0,938768916,,True,1,,tertiary,False,62.857,,,,,,,193
338247023,4703149489,0,131319574,,True,2,人民南路四段,tertiary,False,132.481,,,,,,,194
432429372,1159176757,0,100289006,,False,,玉林西路,tertiary,True,238.137,,,,,,,195
432429372,5213238455,0,265592586,,True,,玉林北路,secondary,False,418.316,,,,,,,196
432429372,2712421554,0,265592587,,False,,玉林东路,tertiary,False,135.461,,,,,,,197
432429373,671587213,0,265592590,,False,,,tertiary,False,106.449,,,,,,,198
432429373,432429409,0,890791637,,True,,一环路南三段,primary,False,220.24,,,,,,,199
432429376,432429409,0,37127682,,False,,小天西街,tertiary,False,158.263,,,,,,,200
432429376,3562004404,0,37127682,,False,,小天西街,tertiary,True,187.067,,,,,,,201
432429376,5514165382,0,265592588,,False,,小天西巷,residential,False,152.186,,,,,,,202
432429376,671587213,0,463252780,,False,,小天南街,residential,True,235.05700000000002,,,,,,,203
432429383,3562004404,0,37127681,,False,,洗面桥东二街,tertiary,False,128.237,,,,,,,204
432429383,3028924421,0,37127681,,False,,洗面桥东二街,tertiary,True,124.446,,,,,,,205
432429383,5514165382,0,265592588,,False,,小天西巷,residential,True,239.961,,,,,,,206
432429395,1916386555,0,351972808,,False,,洗面桥东一街,tertiary,False,10.601,,,,,,,207
432429395,3028924422,0,351972808,,False,,洗面桥东一街,tertiary,True,236.73,,,,,,,208
432429395,3562004404,0,463252777,,False,,小天西街,tertiary,True,231.263,,,,,,,209
432429409,432429376,0,37127682,,False,,小天西街,tertiary,True,158.263,,,,,,,210
432429409,5628750477,0,890791637,,True,,一环路南三段,primary,False,398.74800000000005,,,,,,,211
432429412,8208578595,0,37127685,,False,,肖家河街,unclassified,False,170.173,,,,,,,212
432429412,4580783029,0,314292929,,False,,兴蓉街,unclassified,False,179.855,,,,,,,213
432429412,4580802310,0,"[669665042, 462719110]",,False,,高升桥南街,"['unclassified', 'residential']","[False, True]",285.92400000000004,,10,,,,,214
432429412,314635437,0,669665042,,False,,高升桥南街,unclassified,True,341.63,,,,,,,215
432429414,5213238463,0,830328334,,False,,肖家河街,unclassified,False,4.536,,,,,,,216
432429414,314635450,0,30597095,,True,2,双元街,secondary,False,551.8299999999999,,20,,,,,217
432429414,8208578595,0,"[37127685, 830328334, 830328335, 830328336, 830328337]",yes,False,,肖家河街,unclassified,True,313.64599999999996,,,,,,,218
432429416,314635437,0,28621527,,False,,高升桥东路,tertiary,False,185.593,,,,,,,219
432429416,314635450,0,28621527,,False,,高升桥东路,tertiary,True,177.202,,,,,,,220
432429416,432429420,0,37127686,,False,,,unclassified,False,254.58499999999998,,,,,,,221
432429420,314635476,0,30597095,,True,2,双元街,secondary,False,465.56,,20,,,,,222
432429420,432429416,0,37127686,,False,,,unclassified,True,254.58499999999998,,,,,,,223
432429421,432429422,0,314292926,,False,,红牌楼北街,residential,True,122.158,,,,,,,224
432429421,4548211260,0,314292927,,False,,,residential,False,220.679,,,,,,,225
432429421,5213237293,0,"[1039094994, 314292923, 1039094995]",yes,False,,,residential,False,115.556,,,,,,,226
432429422,4548211663,0,37127690,,False,,,residential,False,184.177,,,,,,,227
432429422,432429421,0,314292926,,False,,红牌楼北街,residential,False,122.158,,,,,,,228
432429422,3203414179,0,314292926,,False,,红牌楼北街,residential,True,80.667,,,,,,,229
432429423,432429426,0,37127691,,False,,,residential,False,173.364,,,,,,,230
432429423,3203414179,0,314292926,,False,,红牌楼北街,residential,False,90.263,,,,,,,231
432429423,3203414181,0,314292926,,False,,红牌楼北街,residential,True,82.7,,,,,,,232
432429425,4548211663,0,37127690,,False,,,residential,True,39.146,,,,,,,233
432429425,432441927,0,584724042,,True,3,二环路,primary,False,54.63,,,,,,,234
432429426,432429423,0,37127691,,False,,,residential,True,173.364,,,,,,,235
432429426,4548211472,0,611514040,,True,,,primary,False,266.856,,,,,,,236
432429428,5488926535,0,611514040,,True,,,primary,False,56.349,,,,,,,237
432429428,5488926534,0,830328332,,False,,肖家河街,unclassified,True,19.248,,,,,,,238
432432519,4550018925,0,439831609,,True,,锦里中路,secondary,False,12.324,,,,,,,239
432432519,4550019031,0,"[459085944, 459085972, 116428397]",yes,True,"['2', '4']","['通祠路', '文翁路']",secondary,False,118.69500000000001,,,,,,,240
432432527,8451427155,0,53104271,,True,3,小南街,secondary,False,37.249,,,,,,,241
432432527,4548259625,0,834261714,,True,,锦里中路,secondary,False,10.372,,,,,,,242
432432531,432432625,0,37129334,,False,,锦里滨河路,unclassified,False,103.163,,,,,,,243
432432531,432432535,0,"[37129305, 37129306, 37129303]",yes,True,3,"['大石东路', '锦官桥']",secondary,False,96.03,,,,,,,244
432432534,4548259655,0,37129403,,True,3,大石西路,primary,False,12.521,,,,,,,245
432432534,432432542,0,363921393,,True,3,一环路西一段,primary,False,144.233,,,,,,,246
432432535,5514126835,0,37129304,,False,,芳邻路,tertiary,False,135.37,,,,,,,247
432432535,432432534,0,37129306,,True,,大石东路,secondary,False,504.075,,,,,,,248
432432536,5514126835,0,37129304,,False,,芳邻路,tertiary,True,112.243,,,,,,,249
432432536,5514126832,0,37129304,,False,,芳邻路,tertiary,False,407.3380000000001,,,,,,,250
432432536,5650712524,0,591934886,,False,,,unclassified,False,71.32,,,,,,,251
432432540,4548259536,0,37129304,,False,,芳邻路,tertiary,False,12.502,,,,,,,252
432432540,5514126832,0,37129304,,False,,芳邻路,tertiary,True,66.373,,,,,,,253
432432540,7882409059,0,"[363921393, 890791645]",yes,True,3,一环路西一段,primary,False,202.58800000000002,,,,,,,254
432432542,4548259538,0,37129329,,False,,百卉路,tertiary,True,13.685,,,,,,,255
432432542,432432540,0,363921393,,True,3,一环路西一段,primary,False,238.908,,,,,,,256
432432542,5588757862,0,584723997,,False,,,residential,False,164.489,,,,,,,257
432432545,4572409811,0,37129320,,True,,青羊上街,secondary,False,22.162,,,,,,,258
432432545,5588757827,0,844894020,,True,4,一环路西二段,primary,False,228.29399999999998,,,,,,,259
432432548,8451427186,0,100305008,,True,2,,residential,False,6.338,,,,,,,260
432432548,5530491899,0,37129309,,True,,青羊正街,secondary,False,122.76499999999999,,,,,,,261
432432550,432432625,0,37129334,,False,,锦里滨河路,unclassified,True,441.697,,,,,,,262
432432550,432432555,0,910279283,,True,,锦里西路,secondary,False,345.02900000000005,,,,,,,263
432432555,432432632,0,37129336,,False,,,unclassified,True,132.16199999999998,,,,,,,264
432432555,432432557,0,910279283,,True,,锦里西路,secondary,False,189.47899999999998,,,,,,,265
432432557,8005823121,0,910279283,,True,,锦里西路,secondary,False,105.58,,,,,,,266
432432557,432432632,0,37129338,,False,,锦里滨河路,unclassified,True,275.885,,,,,,,267
432432558,8005823121,0,576684236,,False,,,residential,False,6.359,,,,,,,268
432432558,4572410288,0,619120036,,True,,锦里西路,secondary,False,845.0019999999998,,,,,,,269
432432559,432432558,0,619120036,,True,,锦里西路,secondary,False,107.262,,,,,,,270
432432572,8451427143,0,37129321,,False,,青羊横街,tertiary,False,8.572,,,,,,,271
432432572,8451427139,0,"[37129320, 787902635, 787902636]",yes,True,,青羊上街,secondary,False,498.10600000000005,,,,,,,272
432432573,8451427139,0,363964059,,True,,浣花北路,secondary,False,8.991,,,,,,,273
432432573,3632988785,0,"[365301905, 299409722, 365301906]",yes,False,,"['浣花南路', '浣花北路']","['unclassified', 'residential']",False,50.035,,,,,,,274
432432573,5530491915,0,"[910279276, 910279277, 910279278]",yes,True,,青羊上街,secondary,False,145.281,,,,,,,275
432432585,3033986268,0,37129325,,True,,草堂东路,unclassified,False,354.38300000000004,,,,,,,276
432432585,432432589,0,358371182,,False,,浣锦滨河路,residential,False,312.509,,,,,,,277
432432585,3632988785,0,463271219,,False,,浣锦路,unclassified,True,586.355,,,,,,,278
432432589,432432596,0,"[37129329, 37129330, 37129324]",yes,False,,百卉路,"['unclassified', 'tertiary']",False,59.912000000000006,,,,,,,279
432432589,3033986305,0,358371182,,False,,浣锦滨河路,residential,False,593.8530000000001,,,,,,,280
432432589,432432585,0,358371182,,False,,浣锦滨河路,residential,True,312.509,,,,,,,281
432432589,3033986268,0,365301906,,False,,浣花南路,unclassified,True,280.983,,,,,,,282
432432593,432432594,0,37129323,,False,,,unclassified,False,51.173,,,,,,,283
432432593,5530491906,0,"[37129321, 37129322, 37129323]",yes,False,,"['青羊横街', '望仙桥']","['unclassified', 'tertiary']",True,92.049,,,,,,,284
432432593,432432604,0,37129332,,False,,望仙场街,tertiary,False,136.55,,,,,,,285
432432593,7882409063,0,37129332,,False,,望仙场街,tertiary,True,214.45800000000003,,,,,,,286
432432594,432432593,0,37129323,,False,,,unclassified,True,51.173,,,,,,,287
432432596,432432598,0,37129329,,False,,百卉路,tertiary,False,164.378,,,,,,,288
432432596,432432589,0,"[37129329, 37129330, 37129324]",yes,False,,百卉路,"['unclassified', 'tertiary']",True,59.912000000000006,,,,,,,289
432432596,432432604,0,37129332,,False,,望仙场街,tertiary,True,351.932,,,,,,,290
432432596,432432620,0,350455641,,False,,浣花滨河路,tertiary,False,205.73399999999998,,,,,,,291
432432598,3562004394,0,463271217,,False,,,tertiary,False,141.775,,,,,,,292
432432598,5530492031,0,37129329,,False,,百卉路,tertiary,False,349.798,,,,,,,293
432432598,432432596,0,37129329,,False,,百卉路,tertiary,True,164.378,,,,,,,294
432432604,432432596,0,37129332,,False,,望仙场街,tertiary,False,351.932,,,,,,,295
432432604,432432593,0,37129332,,False,,望仙场街,tertiary,True,136.55,,,,,,,296
432432604,432432585,0,"[299409721, 37129325, 37129327]",yes,True,,"['百花西路', '草堂东路', '锦绣桥']",unclassified,False,52.772999999999996,,,,,,,297
432432620,432432621,0,350455641,,False,,浣花滨河路,tertiary,False,62.387,,,,,,,298
432432620,432432596,0,350455641,,False,,浣花滨河路,tertiary,True,205.734,,,,,,,299
432432621,432432622,0,350455641,,False,,浣花滨河路,tertiary,False,54.371,,,,,,,300
432432621,432432620,0,350455641,,False,,浣花滨河路,tertiary,True,62.387,,,,,,,301
432432621,3562004394,0,463271217,,False,,,tertiary,True,89.627,,,,,,,302
432432622,5530492035,0,350455641,,False,,浣花滨河路,tertiary,False,17.101,,,,,,,303
432432622,432432621,0,350455641,,False,,浣花滨河路,tertiary,True,54.371,,,,,,,304
432432622,432432620,0,37129333,,True,,,unclassified,False,98.357,,,,,,,305
432432625,432432531,0,37129334,,False,,锦里滨河路,unclassified,True,103.163,,,,,,,306
432432625,432432632,0,37129336,,False,,,unclassified,False,75.509,,,,,,,307
432432625,432432550,0,37129334,,False,,锦里滨河路,unclassified,False,441.697,,,,,,,308
432432632,432432625,0,37129336,,False,,,unclassified,True,75.509,,,,,,,309
432432632,432432555,0,37129336,,False,,,unclassified,False,132.162,,,,,,,310
